code,speaker,gender,stim,rep,sent,metre_ID,stim_metre,tot_syls,ana_syls,tot_feet,cur_foot,foot_syls,wrd_end_syl,acc_phon,phr_phon,init_phon,fin_phon,v_text,phr_end_t,ana_end_t,foot_start_t,foot_end_t,stress_end_t,wrd_fin_syl_start_t,wrd_end_t,v_onset_t,v_offset_t,s_t,e_t,l_t,h_t,l_syl_start_t,l_syl_end_t,h_syl_start_t,h_syl_end_t,v_grand_mean_t,l_grand_mean_t,h_grand_mean_t,s_grand_mean_t,e_grand_mean_t,v_syl,l_syl,h_syl,s_f0,e_f0,v_onset_f0,l_f0,h_f0,slope_st,utt_mean_f0,utt_med_f0,f0_mean,f0_SD,location
F5_MDQ1_3,F5,F,MDQ1,3,You VALued the VASes,132,MDQ1_132,6,1,2,1,3,2,L*H,% L*H L*^[H] %,%,%,V,978,63,63,462,295,295,416,132,241,4,844,162,317,63,295,295,416,149,180,340,5,919,2,2,3,93.82,102.34,93.59,93.76,95.48,13.217,94.69,94.81,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MDQ1_3,F5,F,MDQ1,3,You VALued the VASes,132,MDQ1_132,6,1,2,2,2,2,L*^[H],% L*H L*^[H] %,%,%,V,978,63,462,978,752,752,978,529,680,4,844,588,811,462,752,752,978,576,638,879,5,919,5,5,6,93.82,102.34,93.41,92.86,102.68,48.497,97.05,96.73,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MDQ1_4,F5,F,MDQ1,4,You VALued the VASes,132,MDQ1_132,6,1,2,1,3,2,L*H,% L*H L*^[H] %,%,%,V,979,54,54,456,284,284,415,116,228,0,852,173,328,54,284,284,415,142,201,360,0,923,2,2,3,92.09,101.71,93.44,93.59,95.46,13.591,94.50,94.52,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MDQ1_4,F5,F,MDQ1,4,You VALued the VASes,132,MDQ1_132,6,1,2,2,2,2,L*^[H],% L*H L*^[H] %,%,%,V,979,54,456,979,759,759,979,521,689,0,852,594,799,456,759,759,979,571,644,858,0,923,5,5,6,92.09,101.71,92.86,91.99,101.41,50.922,96.72,96.63,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MDQ1_5,F5,F,MDQ1,5,you VALued the VASes,132,MDQ1_132,6,1,2,1,3,2,(*),% (*) L*^[H L]%,%,L]%,V,1106,96,96,517,339,339,452,155,276,3,907,207,365,96,339,339,452,136,187,346,2,883,2,2,3,91.11,99.05,93.04,92.88,94.39,10.097,93.61,93.62,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MDQ1_5,F5,F,MDQ1,5,you VALued the VASes,132,MDQ1_132,6,1,2,2,2,2,L*^[H,% (*) L*^[H L]%,%,L]%,V,1106,96,517,1106,832,832,1106,566,744,3,907,646,857,517,832,832,1106,553,630,834,2,883,5,5,6,91.11,99.05,92.17,91.16,102.37,60.241,96.10,95.49,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MDQ1_6,F5,F,MDQ1,6,you VALued the VASes,132,MDQ1_132,6,1,2,1,3,2,(*),% (*) L*^[H L]%,%,L]%,V,1103,95,95,488,332,332,456,150,260,4,912,204,353,95,332,332,456,133,187,338,3,900,2,2,3,92.44,99.29,93.57,93.19,94.16,5.226,93.68,93.72,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MDQ1_6,F5,F,MDQ1,6,you VALued the VASes,132,MDQ1_132,6,1,2,2,2,2,L*^[H,% (*) L*^[H L]%,%,L]%,V,1103,95,488,1103,815,815,1103,564,749,4,912,642,854,488,815,815,1103,576,649,846,3,900,5,5,6,92.44,99.29,92.47,91.74,103.74,70.248,97.40,97.05,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MDQ2_r3,F5,F,MDQ2,r3,YOU LIVE in the VALLey,132,MDQ2_132,6,1,2,1,3,1,(*),^[% (*) L*H %],^[%,%],V,856,89,89,410,256,89,256,140,201,3,755,21,103,127,364,89,256,132,159,93,3,709,2,2,2,98.57,105.70,100.33,98.75,100.88,27.229,99.99,100.12,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MDQ2_r3,F5,F,MDQ2,r3,YOU LIVE in the VALLey,132,MDQ2_132,6,1,2,2,2,2,L*H,^[% (*) L*H %],^[%,%],V,856,89,410,856,667,667,856,477,606,3,755,394,187,520,847,847,1135,460,510,657,3,709,5,5,6,98.57,105.70,96.49,97.19,99.48,-11.478,98.39,98.41,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MDQ2_r4,F5,F,MDQ2,r4,YOU LIVE in the VALLey,132,MDQ2_132,6,1,2,1,3,1,(*),^[% (*) L*H %],^[%,%],V,815,119,119,418,269,119,269,153,218,20,751,36,95,-51,186,-89,78,118,159,93,13,732,2,2,2,98.26,103.34,98.89,98.39,99.72,25.751,99.09,99.11,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MDQ2_r4,F5,F,MDQ2,r4,YOU LIVE in the VALLey,132,MDQ2_132,6,1,2,2,2,2,L*H,^[% (*) L*H %],^[%,%],V,815,119,418,815,653,653,815,479,596,20,751,403,197,342,669,669,957,460,510,657,13,732,5,5,6,98.26,103.34,96.72,96.72,98.48,-8.575,97.48,97.52,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MDQ2_r5,F5,F,MDQ2,r5,YOU LIVE in the VALLey,132,MDQ2_132,6,1,2,1,3,1,(*),^[% (*) L*H %],^[%,%],V,776,123,123,405,262,123,262,155,210,2,728,20,77,-5,232,-43,124,119,159,93,1,745,2,2,2,98.22,101.94,97.79,98.40,99.51,22.028,99.05,99.11,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MDQ2_r5,F5,F,MDQ2,r5,YOU LIVE in the VALLey,132,MDQ2_132,6,1,2,2,2,2,L*H,^[% (*) L*H %],^[%,%],V,776,123,405,776,623,623,776,471,582,2,728,337,171,388,715,715,1003,470,510,657,1,745,5,5,6,98.22,101.94,97.32,96.50,97.65,-7.035,96.95,96.92,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MDQ2_r6,F5,F,MDQ2,r6,YOU LIVE in the VALLey,132,MDQ2_132,6,1,2,1,3,1,(*),^[% (*) L*H %],^[%,%],V,782,106,106,411,261,106,261,152,207,17,737,39,87,12,249,-26,141,131,159,93,13,743,2,2,2,98.30,103.59,98.22,98.49,99.39,21.523,99.00,99.03,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MDQ2_r6,F5,F,MDQ2,r6,YOU LIVE in the VALLey,132,MDQ2_132,6,1,2,2,2,2,L*H,^[% (*) L*H %],^[%,%],V,782,106,411,782,644,644,782,469,596,17,737,203,284,405,732,732,1020,457,510,657,13,743,5,5,6,98.30,103.59,98.37,97.98,97.89,-0.899,97.92,97.91,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MDQ2_r7,F5,F,MDQ2,r7,YOU LIVE in the VALLey,132,MDQ2_132,6,1,2,1,3,1,(*),^[% (*) L*H %],^[%,%],V,813,101,101,416,256,101,256,142,199,8,757,31,77,-106,131,-144,23,125,159,93,6,738,2,2,2,98.12,103.71,98.51,98.23,98.76,12.987,98.52,98.53,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MDQ2_r7,F5,F,MDQ2,r7,YOU LIVE in the VALLey,132,MDQ2_132,6,1,2,2,2,2,L*H,^[% (*) L*H %],^[%,%],V,813,101,416,813,657,657,813,479,615,8,757,400,155,287,614,614,902,460,510,657,6,738,5,5,6,98.12,103.71,96.37,95.88,98.55,-11.22,97.27,97.34,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MDQ3_2,F5,F,MDQ3,2,You've HIDDen the VALuables,133,MDQ3_133,7,1,2,1,3,2,(*),% (*) L*^[H] L%,%,L%,V,1036,114,114,384,255,255,341,160,204,4,835,156,195,114,255,114,255,187,183,230,5,909,2,2,2,93.13,96.26,93.28,93.15,93.75,12.606,93.61,93.68,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MDQ3_2,F5,F,MDQ3,2,You've HIDDen the VALuables,133,MDQ3_133,7,1,2,2,3,3,L*^[H],% (*) L*^[H] L%,%,L%,V,1036,114,384,1036,620,672,1036,445,566,4,835,503,757,384,620,672,1036,503,559,826,5,909,5,5,7,93.13,96.26,91.45,90.55,103.65,62.325,96.40,95.81,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MDQ3_3,F5,F,MDQ3,3,you've HIDDen the VALuables,133,MDQ3_133,7,1,2,1,3,2,H*,% H* L*^[H] L%,%,L%,V,1035,137,137,404,254,254,357,170,221,4,860,170,197,137,254,137,254,180,180,219,4,921,2,2,2,91.29,96.67,93.77,93.77,94.05,10.723,93.94,93.96,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MDQ3_3,F5,F,MDQ3,3,you've HIDDen the VALuables,133,MDQ3_133,7,1,2,2,3,3,L*^[H],% H* L*^[H] L%,%,L%,V,1035,137,404,1035,641,699,1035,452,578,4,860,499,772,404,641,699,1035,491,536,820,4,921,5,5,7,91.29,96.67,91.08,90.68,103.89,61.567,97.65,98.00,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MDQ3_r1,F5,F,MDQ3,r1,you've HIDDen the VALuables,133,MDQ3_133,7,1,2,1,3,2,(*),% (*) L*^[H] %,%,%,V,1025,122,122,400,258,258,354,181,221,36,830,149,312,122,258,258,354,206,166,353,39,904,2,2,3,88.56,97.83,89.65,88.94,90.29,6.624,89.98,90.17,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MDQ3_r1,F5,F,MDQ3,r1,you've HIDDen the VALuables,133,MDQ3_133,7,1,2,2,3,3,L*^[H],% (*) L*^[H] %,%,%,V,1025,122,400,1025,625,679,1025,449,571,36,830,526,773,400,625,679,1025,494,572,841,39,904,5,5,7,88.56,97.83,88.19,86.99,99.56,58.169,94.14,95.12,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MDQ3_r2,F5,F,MDQ3,r2,You've HIDDen the VALuables,133,MDQ3_133,7,1,2,1,3,2,(*),% (*) L*^[H L]%,%,L]%,V,1037,119,119,389,284,284,348,147,216,6,838,141,182,119,284,119,284,161,155,197,7,912,2,2,2,90.51,95.90,90.49,90.42,91.32,27.195,90.93,90.96,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MDQ3_r2,F5,F,MDQ3,r2,You've HIDDen the VALuables,133,MDQ3_133,7,1,2,2,3,3,L*^[H,% (*) L*^[H L]%,%,L]%,V,1037,119,389,1037,611,670,1037,446,558,6,838,526,773,389,611,670,1037,503,584,844,7,912,5,5,7,90.51,95.90,88.77,87.62,101.47,61.001,94.05,94.35,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MDQ3_r3,F5,F,MDQ3,r3,you've HIDDen the VALuables,133,MDQ3_133,7,1,2,1,3,2,(*),% (*) L*^[H L]%,%,L]%,V,1037,136,136,414,291,291,362,160,236,4,854,165,204,136,291,136,291,158,164,207,4,919,2,2,2,90.70,94.88,90.78,90.84,91.54,20.413,91.26,91.31,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MDQ3_r3,F5,F,MDQ3,r3,you've HIDDen the VALuables,133,MDQ3_133,7,1,2,2,3,3,L*^[H,% (*) L*^[H L]%,%,L]%,V,1037,136,414,1037,641,688,1037,464,580,4,854,543,774,414,641,688,1037,495,573,831,4,919,5,5,7,90.70,94.88,89.51,89.00,102.41,66.27,95.49,95.59,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MWH1_1,F5,F,MWH1,1,WHO VALued the VASes,0132,MWH1_0132,6,0,3,1,1,1,H*,% H* L*!H L*H %,%,%,V,1086,0,0,133,133,-0.4,133,44,132,37,937,53,108,0,133,0,133,51,62,126,43,997,1,1,1,94.09,92.14,94.12,94.23,95.55,26.956,95.03,95.12,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MWH1_1,F5,F,MWH1,1,WHO VALued the VASes,0132,MWH1_0132,6,0,3,2,3,2,L*!H,% H* L*!H L*H %,%,%,V,1086,0,133,560,389,389,522,189,327,37,937,312,448,133,389,389,522,209,328,464,43,997,2,2,3,94.09,92.14,94.32,90.67,92.64,17.092,91.73,91.76,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MWH1_1,F5,F,MWH1,1,WHO VALued the VASes,0132,MWH1_0132,6,0,3,3,2,2,L*H,% H* L*!H L*H %,%,%,V,1086,0,560,1086,856,856,1086,616,794,37,937,711,902,560,856,856,1086,662,758,957,43,997,5,5,6,94.09,92.14,89.95,87.41,93.61,37.107,90.06,89.66,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MWH1_2,F5,F,MWH1,2,WHO VALued the VASes,0132,MWH1_0132,6,0,3,1,1,1,H*,% H* L*!H L*H %,%,%,V,1299,0,0,218,218,-0.1,218,66,186,62,1125,90,154,0,218,0,218,47,64,109,44,975,1,1,1,93.39,91.41,93.39,93.36,94.05,13.073,93.77,93.82,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MWH1_2,F5,F,MWH1,2,WHO VALued the VASes,0132,MWH1_0132,6,0,3,2,3,2,L*!H,% H* L*!H L*H %,%,%,V,1299,0,218,717,469,469,673,278,412,62,1125,363,555,218,469,469,673,214,298,461,44,975,2,2,3,93.39,91.41,92.38,90.30,92.59,13.996,91.49,91.51,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MWH1_2,F5,F,MWH1,2,WHO VALued the VASes,0132,MWH1_0132,6,0,3,3,2,2,L*H,% H* L*!H L*H %,%,%,V,1299,0,717,1299,1061,1061,1299,785,962,62,1125,878,1088,717,1061,1061,1299,665,745,934,44,975,5,5,6,93.39,91.41,89.70,87.65,92.70,26.617,89.90,89.75,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MWH1_3,F5,F,MWH1,3,WHO VALued the VASes,0132,MWH1_0132,6,0,3,1,1,1,H*,% H* L*!H L*H %,%,%,V,1214,0,0,185,185,-0.4,185,94,184,110,1041,63,162,0,185,0,185,79,53,136,92,985,1,1,1,92.69,91.49,92.46,90.79,93.28,22.163,92.54,92.72,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MWH1_3,F5,F,MWH1,3,WHO VALued the VASes,0132,MWH1_0132,6,0,3,2,3,2,L*!H,% H* L*!H L*H %,%,%,V,1214,0,185,653,449,449,613,250,393,110,1041,365,513,185,449,449,613,216,324,456,92,985,2,2,3,92.69,91.49,92.52,90.09,91.10,9.859,90.34,90.23,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MWH1_3,F5,F,MWH1,3,WHO VALued the VASes,0132,MWH1_0132,6,0,3,3,2,2,L*H,% H* L*!H L*H %,%,%,V,1214,0,653,1214,965,965,1214,711,892,110,1041,838,1009,653,965,965,1214,661,783,951,92,985,5,5,6,92.69,91.49,89.67,87.37,92.69,35.876,89.99,89.99,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MWH1_4,F5,F,MWH1,4,WHO VALued the VASes,0132,MWH1_0132,6,0,3,1,1,1,H*,% H* L*!H L*H %,%,%,V,1254,0,0,168,168,0.3,168,57,166,53,1081,64,126,0,168,0,168,53,59,116,49,989,1,1,1,92.97,91.82,92.98,93.02,93.68,11.669,93.44,93.50,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MWH1_4,F5,F,MWH1,4,WHO VALued the VASes,0132,MWH1_0132,6,0,3,2,3,2,L*!H,% H* L*!H L*H %,%,%,V,1254,0,168,647,450,450,600,229,374,53,1081,329,500,168,450,450,600,209,297,449,49,989,2,2,3,92.97,91.82,92.62,90.42,92.56,14.429,91.42,91.42,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MWH1_4,F5,F,MWH1,4,WHO VALued the VASes,0132,MWH1_0132,6,0,3,3,2,2,L*H,% H* L*!H L*H %,%,%,V,1254,0,647,1254,999,999,1254,713,928,53,1081,823,1039,647,999,999,1254,662,755,946,49,989,5,5,6,92.97,91.82,90.24,87.89,93.30,25.701,90.22,89.98,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MWH1_5,F5,F,MWH1,5,WHO VALued the VASes,0132,MWH1_0132,6,0,3,1,1,1,H*,% H* L*!H L*H %,%,%,V,1331,0,0,216,216,-0.4,216,87,211,67,1159,91,148,0,216,0,216,62,65,106,48,969,1,1,1,91.06,90.61,92.79,93.12,94.33,20.519,94.00,94.17,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MWH1_5,F5,F,MWH1,5,WHO VALued the VASes,0132,MWH1_0132,6,0,3,2,3,2,L*!H,% H* L*!H L*H %,%,%,V,1331,0,216,723,506,506,683,273,415,67,1159,363,573,216,506,506,683,204,281,455,48,969,2,2,3,91.06,90.61,92.56,89.68,91.86,11.774,90.69,90.63,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MWH1_5,F5,F,MWH1,5,WHO VALued the VASes,0132,MWH1_0132,6,0,3,3,2,2,L*H,% H* L*!H L*H %,%,%,V,1331,0,723,1331,1103,1103,1331,792,1003,67,1159,888,1121,723,1103,1103,1331,660,735,925,48,969,5,5,6,91.06,90.61,88.42,86.53,92.24,27.488,89.42,89.60,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MWH2_1,F5,F,MWH2,1,WHY do you LIVE in the VALLey,0332,MWH2_0332,8,0,3,1,3,1,H*,% H* L*!H L*H %,%,%,V,1007,0,0,252,107,0.3,107,26,106,5,902,16,50,0,107,0,107,36,22,70,7,976,1,1,1,94.12,91.85,94.03,94.04,94.16,5.443,94.08,94.08,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MWH2_1,F5,F,MWH2,1,WHY do you LIVE in the VALLey,0332,MWH2_0332,8,0,3,2,3,1,L*!H,% H* L*!H L*H %,%,%,V,1007,0,252,588,413,252,413,306,365,5,902,379,454,252,413,413,541,385,470,540,7,976,4,4,5,94.12,91.85,89.51,89.25,89.55,4.067,89.20,89.15,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MWH2_1,F5,F,MWH2,1,WHY do you LIVE in the VALLey,0332,MWH2_0332,8,0,3,3,2,2,L*H,% H* L*!H L*H %,%,%,V,1007,0,588,1007,815,815,1007,648,770,5,902,739,885,588,815,815,1007,724,820,961,7,976,7,7,8,94.12,91.85,88.40,86.56,92.18,45.862,89.01,88.68,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MWH2_2,F5,F,MWH2,2,WHY do you LIVE in the VALLey,0332,MWH2_0332,8,0,3,1,3,1,H*,% H* L*!H L*H %,%,%,V,985,0,0,285,123,0.4,123,28,120,0,934,26,115,0,123,0,123,34,32,140,0,1007,1,1,1,94.47,91.10,92.77,92.78,92.99,2.234,92.92,92.92,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MWH2_2,F5,F,MWH2,2,WHY do you LIVE in the VALLey,0332,MWH2_0332,8,0,3,2,3,1,L*!H,% H* L*!H L*H %,%,%,V,985,0,285,610,444,285,444,336,398,0,934,439,492,285,444,444,561,382,503,549,0,1007,4,4,5,94.47,91.10,89.26,88.14,88.88,16.002,88.51,88.52,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MWH2_2,F5,F,MWH2,2,WHY do you LIVE in the VALLey,0332,MWH2_0332,8,0,3,3,2,2,L*H,% H* L*!H L*H %,%,%,V,985,0,610,985,843,843,985,660,812,0,934,773,897,610,843,843,985,712,829,964,0,1007,7,7,8,94.47,91.10,88.75,87.84,92.81,50.673,90.11,90.01,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MWH2_3,F5,F,MWH2,3,WHY do you LIVE in the VALLey,0332,MWH2_0332,8,0,3,1,3,1,H*,% H* L*!H L*H %,%,%,V,993,0,0,301,143,0.5,143,35,141,0,974,30,137,0,143,0,143,37,31,144,0,1038,1,1,1,93.34,91.21,92.00,91.98,92.16,-0.151,92.00,92.00,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MWH2_3,F5,F,MWH2,3,WHY do you LIVE in the VALLey,0332,MWH2_0332,8,0,3,2,3,1,L*!H,% H* L*!H L*H %,%,%,V,993,0,301,645,473,301,473,354,415,0,974,410,528,301,473,473,599,380,441,551,0,1038,4,4,5,93.34,91.21,89.39,88.88,88.90,0.348,88.89,88.88,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MWH2_3,F5,F,MWH2,3,WHY do you LIVE in the VALLey,0332,MWH2_0332,8,0,3,3,2,2,L*H,% H* L*!H L*H %,%,%,V,993,0,645,993,881,881,993,698,812,0,974,783,943,645,881,881,993,714,801,992,0,1038,7,7,8,93.34,91.21,88.13,87.66,92.53,33.917,89.88,89.77,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MWH2_4,F5,F,MWH2,4,WHY do you LIVE in the VALLey,0332,MWH2_0332,8,0,3,1,3,1,H*,% H* L*!H L*H %,%,%,V,1053,0,0,302,161,-0.10,161,58,161,0,1023,84,164,0,161,161,253,54,78,153,0,1036,1,1,2,91.85,90.25,91.18,91.45,92.29,12.118,91.88,91.85,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MWH2_4,F5,F,MWH2,4,WHY do you LIVE in the VALLey,0332,MWH2_0332,8,0,3,2,3,1,L*!H,% H* L*!H L*H %,%,%,V,1053,0,302,652,494,302,494,362,430,0,1023,432,506,302,494,494,604,380,449,520,0,1036,4,4,5,91.85,90.25,88.45,87.72,88.06,5.279,87.90,87.91,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
F5_MWH2_4,F5,F,MWH2,4,WHY do you LIVE in the VALLey,0332,MWH2_0332,8,0,3,3,2,2,L*H,% H* L*!H L*H %,%,%,V,1053,0,652,1053,886,886,1053,700,835,0,1023,793,975,652,886,886,1053,709,805,989,0,1036,7,7,8,91.85,90.25,87.84,86.10,91.56,39.819,88.92,88.95,92.169,3.372,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/sentence_modes/
