code,speaker,gender,stim,rep,sent,metre_ID,stim_metre,tot_syls,ana_syls,tot_feet,cur_foot,foot_syls,wrd_end_syl,acc_phon,phr_phon,init_phon,fin_phon,v_text,phr_end_t,ana_end_t,foot_strt_t,foot_end_t,stress_end_t,wrd_fin_syl_strt_t,wrd_end_t,v_onset_t,v_offset_t,strt_t,end_t,l_t,h_t,l_syl_strt_t,l_syl_end_t,h_syl_strt_t,h_syl_end_t,v_sylNormT,l_sylNormT,h_sylNormT,v_syl,l_syl,h_syl,v_syl_ratio,l_syl_ratio,h_syl_ratio,s_f0,e_f0,v_onset_f0,l_f0,h_f0,slope_st,intercept_st,mean_st,med_st,location
F16_A1422_2,F16,F,A1422,2,The VALLey's by the RIVer,142,A1422_142,7,1,2,1,4,2,L*H,% L*H L*H %,%,%,V1,1217,50,50,783,342,342,519,141,273,17,1172,263,453,50,342,342,519,134,231,384,2,2,3,0.31,0.73,0.63,92.26,94.01,91.69,89.40,89.40,22.326,75.754,91.74,91.73,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_A1422_2,F16,F,A1422,2,The VALLey's by the RIVer,142,A1422_142,7,1,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1217,50,783,1217,1011,1011,1217,875,929,17,1172,916,1169,783,1011,1011,1217,777,812,1019,6,6,7,0.40,0.58,0.77,92.26,94.01,89.40,89.40,89.40,22.525,60.086,91.57,91.53,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_A1422_3,F16,F,A1422,3,The VALLey's by the RIVer,142,A1422_142,7,1,2,1,4,2,L*H,% L*H L*H %,%,%,V1,1175,67,67,778,358,358,525,156,275,22,1134,255,469,67,358,358,525,132,212,389,2,2,3,0.31,0.65,0.66,90.70,93.54,91.48,89.25,89.25,19.48,76.015,91.40,91.20,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_A1422_3,F16,F,A1422,3,The VALLey's by the RIVer,142,A1422_142,7,1,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1175,67,778,1175,991,991,1175,860,902,22,1134,898,1110,778,991,991,1175,773,808,999,6,6,7,0.38,0.56,0.65,90.70,93.54,89.25,89.25,89.25,23.385,57.262,90.76,90.53,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_A1422_4,F16,F,A1422,4,The VALLey's by the RIVer,142,A1422_142,7,1,2,1,4,2,L*H,% L*H L*H %,%,%,V1,1180,73,73,792,360,360,520,147,279,27,1148,272,479,73,360,360,520,121,223,400,2,2,3,0.26,0.69,0.74,90.72,93.71,91.12,89.35,89.35,21.063,77.254,90.92,90.44,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_A1422_4,F16,F,A1422,4,The VALLey's by the RIVer,142,A1422_142,7,1,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1180,73,792,1180,993,993,1180,857,932,27,1148,914,1122,792,993,993,1180,761,817,1006,6,6,7,0.32,0.61,0.69,90.72,93.71,89.35,89.35,89.35,23.427,60.461,90.72,90.54,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_A1422_5,F16,F,A1422,5,The VALLey's by the RIVer,142,A1422_142,7,1,2,1,4,2,L*H,% L*H L*H %,%,%,V2,1233,65,65,780,347,347,521,150,281,19,1150,262,477,65,347,347,521,131,224,401,2,2,3,0.30,0.70,0.75,91.76,93.98,91.21,89.49,89.49,20.973,79.556,91.09,90.99,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_A1422_5,F16,F,A1422,5,The VALLey's by the RIVer,142,A1422_142,7,1,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1233,65,780,1233,996,996,1233,857,918,19,1150,901,1132,780,996,996,1233,768,808,988,6,6,7,0.36,0.56,0.57,91.76,93.98,89.49,89.49,89.49,22.524,64.121,91.18,90.93,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_A2422_1,F16,F,A2422,1,There's a VALLey with a RIVer,242,A2422_242,8,2,2,1,4,2,L*H,% L*H L*H %,%,%,V1,1238,227,227,871,508,508,622,327,470,33,1215,420,621,227,508,508,622,290,371,543,3,3,4,0.36,0.69,0.99,92.01,94.90,92.12,89.54,89.54,17.189,76.906,92.51,92.47,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_A2422_1,F16,F,A2422,1,There's a VALLey with a RIVer,242,A2422_242,8,2,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1238,227,871,1238,1089,1089,1238,950,1001,33,1215,982,1201,871,1089,1089,1238,854,884,1107,7,7,8,0.36,0.51,0.75,92.01,94.90,89.54,89.54,89.54,27.396,50.891,91.38,90.90,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_A2422_2,F16,F,A2422,2,There's a VALLey with a RIVer,242,A2422_242,8,2,2,1,4,2,L*H,% L*H L*H %,%,%,V1,1314,222,222,905,526,526,677,310,455,19,1269,447,659,222,526,526,677,274,384,533,3,3,4,0.29,0.74,0.88,92.46,94.34,92.15,90.04,90.04,23.333,74.486,92.69,92.51,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_A2422_2,F16,F,A2422,2,There's a VALLey with a RIVer,242,A2422_242,8,2,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1314,222,905,1314,1120,1120,1314,987,1038,19,1269,1025,1242,905,1120,1120,1314,858,894,1087,7,7,8,0.38,0.56,0.63,92.46,94.34,90.04,90.04,90.04,23.343,60.093,91.81,91.78,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_A2422_3,F16,F,A2422,3,There's a VALLey with a RIVer,242,A2422_242,8,2,2,1,4,2,L*H,% L*H L*H %,%,%,V1,1297,229,229,873,513,513,613,320,456,41,1240,437,677,229,513,613,818,282,382,600,3,3,5,0.32,0.73,0.31,91.22,93.61,91.10,89.98,89.98,20.927,73.137,91.20,91.48,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_A2422_3,F16,F,A2422,3,There's a VALLey with a RIVer,242,A2422_242,8,2,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1297,229,873,1297,1085,1085,1297,946,1004,41,1240,998,1223,873,1085,1085,1297,850,900,1090,7,7,8,0.34,0.59,0.65,91.22,93.61,89.98,89.98,89.98,21.05,61.369,91.27,90.99,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_A2422_4,F16,F,A2422,4,There's a VALLey with a RIVer,242,A2422_242,8,2,2,1,4,2,L*H,% L*H L*H %,%,%,V1,1271,208,208,841,484,484,586,296,420,17,1215,414,664,208,484,586,790,281,386,612,3,3,5,0.32,0.75,0.38,93.43,94.28,91.22,89.54,89.54,20.493,74.773,91.40,91.68,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_A2422_4,F16,F,A2422,4,There's a VALLey with a RIVer,242,A2422_242,8,2,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1271,208,841,1271,1050,1050,1271,932,974,17,1215,963,1194,841,1050,1050,1271,869,899,1091,7,7,8,0.44,0.58,0.65,93.43,94.28,89.54,89.54,89.54,22.601,60.856,91.30,91.01,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_A2422_5,F16,F,A2422,5,There's a VALLey with a RIVer,242,A2422_242,8,2,2,1,4,2,L*H,% L*H L*H %,%,%,V1,1265,212,212,834,477,477,590,304,414,31,1222,409,651,212,477,590,777,288,385,602,3,3,5,0.35,0.74,0.33,91.82,95.54,90.78,90.23,90.23,21.117,75.882,91.09,91.36,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_A2422_5,F16,F,A2422,5,There's a VALLey with a RIVer,242,A2422_242,8,2,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1265,212,834,1265,1054,1054,1265,901,974,31,1222,962,1198,834,1054,1054,1265,842,899,1096,7,7,8,0.30,0.58,0.68,91.82,95.54,90.23,90.23,90.23,27.465,57.056,92.01,91.70,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_A3422_1,F16,F,A3422,1,There was a VALLey with a RIVer,342,A3422_342,9,3,2,1,4,2,L*H,% L*H L*H %,%,%,V1,1418,339,339,983,624,624,725,419,549,16,1360,550,779,339,624,725,918,366,483,693,4,4,6,0.28,0.74,0.28,94.06,92.76,91.98,89.69,89.69,15.832,72.411,92.36,92.72,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_A3422_1,F16,F,A3422,1,There was a VALLey with a RIVer,342,A3422_342,9,3,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1418,339,983,1418,1207,1207,1418,1064,1131,16,1360,1113,1308,983,1207,1207,1418,957,1002,1167,8,8,9,0.36,0.58,0.48,94.06,92.76,89.69,89.69,89.69,24.118,47.427,91.05,90.87,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_A3422_2,F16,F,A3422,2,There was a VALLey with a RIVer,342,A3422_342,9,3,2,1,4,2,L*H,% L*H L*H %,%,%,V1,1493,378,378,1043,671,671,786,476,612,27,1440,576,786,378,671,786,975,379,466,643,4,4,6,0.33,0.68,0,93.13,94.01,91.08,89.77,89.77,21.436,71.229,91.81,91.84,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_A3422_2,F16,F,A3422,2,There was a VALLey with a RIVer,342,A3422_342,9,3,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1493,378,1043,1493,1263,1263,1493,1102,1175,27,1440,1142,1378,1043,1263,1263,1493,938,975,1170,8,8,9,0.27,0.45,0.50,93.13,94.01,89.77,89.77,89.77,24.871,53.717,91.98,91.94,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_A3422_3,F16,F,A3422,3,There was a VALLey with a RIVer,342,A3422_342,9,3,2,1,4,2,L*H,% L*H L*H %,%,%,V1,1437,365,365,974,627,627,732,451,576,22,1366,554,741,365,627,732,911,378,478,652,4,4,6,0.33,0.72,0.05,93.80,94.95,92.42,90.74,90.74,24.049,69.728,93.22,93.35,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_A3422_3,F16,F,A3422,3,There was a VALLey with a RIVer,342,A3422_342,9,3,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1437,365,974,1437,1192,1192,1437,1036,1112,22,1366,1102,1315,974,1192,1192,1437,942,1003,1171,8,8,9,0.28,0.59,0.50,93.80,94.95,90.74,90.74,90.74,28.313,49.144,92.70,92.67,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_A3422_4,F16,F,A3422,4,There was a VALLey with a RIVer,342,A3422_342,9,3,2,1,4,2,L*H,% L*H L*H %,%,%,V1,1492,359,359,1042,661,661,782,446,589,46,1417,558,781,359,661,661,782,367,462,642,4,4,5,0.29,0.66,0.99,92.38,93.99,92.26,90.32,90.32,21.497,71.222,92.94,93.01,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_A3422_4,F16,F,A3422,4,There was a VALLey with a RIVer,342,A3422_342,9,3,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1492,359,1042,1492,1259,1259,1492,1113,1180,46,1417,1164,1361,1042,1259,1259,1492,950,998,1160,8,8,9,0.33,0.56,0.44,92.38,93.99,90.32,90.32,90.32,27.523,48.169,92.14,92.08,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_A3422_5,F16,F,A3422,5,There was a VALLey with a RIVer,342,A3422_342,9,3,2,1,4,2,L*H,% L*H L*H %,%,%,V1,1400,328,328,970,612,612,710,420,542,30,1339,522,785,328,612,710,911,377,468,710,4,4,6,0.32,0.68,0.37,93.66,94.10,91.47,90.04,90.04,18.096,73.089,91.94,92.40,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_A3422_5,F16,F,A3422,5,There was a VALLey with a RIVer,342,A3422_342,9,3,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1400,328,970,1400,1189,1189,1400,1046,1111,30,1339,1103,1297,970,1189,1189,1400,954,1007,1172,8,8,9,0.35,0.61,0.51,93.66,94.10,90.04,90.04,90.04,22.901,54.983,91.30,90.99,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_H0322_1,F16,F,H0322,1,LALLy's is VALid,032,H0322_032,5,0,2,1,3,2,L*H,% L*H L*H %,%,%,V1,1082,0,0,570,243,243,438,77,182,0,982,207,367,0,243,243,438,69,186,330,1,1,2,0.32,0.85,0.64,93.15,91.72,91.15,89.96,89.96,19.519,79.653,91.66,91.86,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_H0322_1,F16,F,H0322,1,LALLy's is VALid,032,H0322_032,5,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1082,0,570,1082,870,870,1082,654,810,0,982,748,949,570,870,870,1082,582,658,830,4,4,5,0.28,0.59,0.37,93.15,91.72,89.96,89.96,89.96,25.645,59.696,89.87,89.53,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_H0322_2,F16,F,H0322,2,LALLy's is VALid,032,H0322_032,5,0,2,1,3,2,L*H,% L*H L*H %,%,%,V1,1106,0,0,556,249,249,444,77,202,0,956,156,368,0,249,249,444,67,137,325,1,1,2,0.31,0.63,0.61,92.51,93.04,90.48,90.21,90.21,14.775,81.673,90.66,90.54,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_H0322_2,F16,F,H0322,2,LALLy's is VALid,032,H0322_032,5,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1106,0,556,1106,854,854,1106,626,780,0,956,750,933,556,854,854,1106,571,672,818,4,4,5,0.23,0.65,0.31,92.51,93.04,90.21,90.21,90.21,28.118,56.805,90.17,89.83,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_H0322_3,F16,F,H0322,3,LALLy's is VALid,032,H0322_032,5,0,2,1,3,2,L*H,%H L*H L*H %,%H,%,V1,1055,0,0,556,226,226,423,59,175,0,959,155,412,0,226,226,423,57,150,384,1,1,2,0.26,0.69,0.94,91.70,91.87,91.09,90.05,90.05,13.581,84.299,90.59,90.95,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_H0322_3,F16,F,H0322,3,LALLy's is VALid,032,H0322_032,5,0,2,2,2,2,L*H,%H L*H L*H %,%H,%,V2,1055,0,556,1055,838,838,1055,627,775,0,959,750,930,556,838,838,1055,575,681,840,4,4,5,0.25,0.69,0.42,91.70,91.87,90.05,90.05,90.05,26.955,62.401,89.84,89.54,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_H0322_4,F16,F,H0322,4,LALLy's is VALid,032,H0322_032,5,0,2,1,3,2,L*H,% L*H L*H %,%,%,V1,1017,0,0,530,232,232,393,66,184,0,924,158,404,0,232,393,530,62,148,404,1,1,3,0.28,0.68,0.08,91.92,92.91,90.91,90.59,90.59,14.24,84.435,91.12,91.37,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_H0322_4,F16,F,H0322,4,LALLy's is VALid,032,H0322_032,5,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1017,0,530,1017,815,815,1017,598,748,0,924,703,908,530,815,815,1017,572,662,847,4,4,5,0.24,0.61,0.46,91.92,92.91,90.59,90.59,90.59,23.725,66.684,90.23,89.85,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_H0322_5,F16,F,H0322,5,LALLy's is VALid,032,H0322_032,5,0,2,1,3,2,L*H,%H L*H L*H %,%H,%,V1,1066,0,0,528,237,237,437,71,175,0,963,162,435,0,237,237,437,65,149,392,1,1,2,0.30,0.68,0.99,93.00,92.08,91.11,90.93,90.93,8.958,86.689,91.14,91.35,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_H0322_5,F16,F,H0322,5,LALLy's is VALid,032,H0322_032,5,0,2,2,2,2,L*H,%H L*H L*H %,%H,%,V2,1066,0,528,1066,853,853,1066,629,766,0,963,734,936,528,853,853,1066,590,668,833,4,4,5,0.31,0.63,0.39,93.00,92.08,90.93,90.93,90.93,17.667,71.978,90.29,89.96,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_H0422_1,F16,F,H0422,1,LALLies is inVALid,042,H0422_042,6,0,2,1,4,2,L*H,%H L*H L*H %,%H,%,V1,1157,0,0,667,228,228,408,52,167,0,1079,152,339,0,228,228,408,49,143,323,1,1,2,0.23,0.67,0.62,93.86,95.78,91.76,90.94,90.94,27.247,80.362,91.84,91.92,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_H0422_1,F16,F,H0422,1,LALLies is inVALid,042,H0422_042,6,0,2,2,2,2,L*H,%H L*H L*H %,%H,%,V2,1157,0,667,1157,932,932,1157,722,855,0,1079,867,1048,667,932,932,1157,686,812,972,5,5,6,0.21,0.75,0.52,93.86,95.78,90.94,90.94,90.94,47.507,37.757,91.74,91.48,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_H0422_2,F16,F,H0422,2,LALLies is inVALid,042,H0422_042,6,0,2,1,4,2,L*H,% L*H L*H %,%,%,V1,1119,0,0,656,232,232,411,60,177,0,1028,154,327,0,232,232,411,55,142,307,1,1,2,0.26,0.66,0.53,93.63,96.13,91.65,91.15,91.15,30.577,71.75,93.22,93.47,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_H0422_2,F16,F,H0422,2,LALLies is inVALid,042,H0422_042,6,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1119,0,656,1119,912,912,1119,705,859,0,1028,822,1006,656,912,912,1119,682,787,959,5,5,6,0.19,0.65,0.45,93.63,96.13,91.15,91.15,91.15,41.062,35.796,92.14,91.64,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_H0422_3,F16,F,H0422,3,LALLies is inVALid,042,H0422_042,6,0,2,1,4,2,L*H,%H L*H L*H %,%H,%,V1,1146,0,0,661,225,225,416,60,167,0,1040,151,337,0,225,225,416,57,144,317,1,1,2,0.27,0.67,0.59,94.90,94.57,93.02,90.97,90.97,23.273,75.303,93.25,93.46,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_H0422_3,F16,F,H0422,3,LALLies is inVALid,042,H0422_042,6,0,2,2,2,2,L*H,%H L*H L*H %,%H,%,V2,1146,0,661,1146,924,924,1146,720,860,0,1040,844,1021,661,924,924,1146,690,798,956,5,5,6,0.22,0.70,0.44,94.90,94.57,90.97,90.97,90.97,33.746,42.502,91.64,91.33,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_H0422_4,F16,F,H0422,4,LALLies is inVALid,042,H0422_042,6,0,2,1,4,2,L*H,% L*H L*H %,%,%,V1,1145,0,0,650,216,216,393,50,156,0,1033,150,324,0,216,216,393,50,149,321,1,1,2,0.23,0.69,0.61,94.16,95.52,92.31,90.79,90.79,26.641,75.073,92.60,92.68,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_H0422_4,F16,F,H0422,4,LALLies is inVALid,042,H0422_042,6,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1145,0,650,1145,922,922,1145,690,827,0,1033,806,1015,650,922,922,1145,672,770,952,5,5,6,0.15,0.57,0.42,94.16,95.52,90.79,90.79,90.79,33.926,46.335,91.49,90.75,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_H0422_5,F16,F,H0422,5,LALLies is inVALid,042,H0422_042,6,0,2,1,4,2,L*H,% L*H L*H %,%,%,V1,1118,0,0,669,225,225,396,47,161,0,1070,152,325,0,225,225,396,45,145,317,1,1,2,0.21,0.68,0.58,93.88,95.31,92.03,90.91,90.91,27.915,73.249,92.80,92.92,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_H0422_5,F16,F,H0422,5,LALLies is inVALid,042,H0422_042,6,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1118,0,669,1118,962,962,1118,709,861,0,1070,843,1039,669,962,962,1118,669,775,967,5,5,6,0.14,0.59,0.49,93.88,95.31,90.91,90.91,90.91,36.599,40.623,91.82,91.17,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_H1321_1,F16,F,H1321,1,eLAINE was a NANNy,132,H1321_132,6,1,2,1,3,1,L*H,% L*H L*H %,%,%,V1,1082,59,59,636,366,59,366,133,327,22,1067,198,371,59,366,366,585,128,182,324,2,2,3,0.24,0.45,0.02,91.58,95.19,90.99,90.62,90.62,12.918,85.195,91.48,91.09,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_H1321_1,F16,F,H1321,1,eLAINE was a NANNy,132,H1321_132,6,1,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1082,59,636,1082,926,926,1082,720,874,22,1067,830,1042,636,926,926,1082,582,670,876,5,5,6,0.29,0.67,0.74,91.58,95.19,90.62,90.62,90.62,31.878,55.001,91.14,90.83,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_H1321_2,F16,F,H1321,2,eLAINE was a NANNy,132,H1321_132,6,1,2,1,3,1,L*H,% L*H L*H %,%,%,V1,1124,87,87,631,377,87,377,181,341,27,1097,225,573,87,377,573,631,149,188,460,2,2,4,0.32,0.48,0,91.24,94.24,90.81,90.89,90.89,6.982,87.453,92.08,92.46,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_H1321_2,F16,F,H1321,2,eLAINE was a NANNy,132,H1321_132,6,1,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1124,87,631,1124,925,925,1124,717,877,27,1097,875,1071,631,925,925,1124,583,708,874,5,5,6,0.29,0.83,0.73,91.24,94.24,90.89,90.89,90.89,30.925,53.122,91.40,90.88,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_H1321_3,F16,F,H1321,3,eLAINE was a NANNy,132,H1321_132,6,1,2,1,3,1,L*H,% L*H L*H %,%,%,V1,1088,61,61,582,385,61,385,144,297,7,1051,119,354,61,385,61,385,132,112,297,2,2,2,0.26,0.18,0.90,93.04,95.68,91.67,90.87,90.87,7.892,88.602,92.31,92.16,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_H1321_3,F16,F,H1321,3,eLAINE was a NANNy,132,H1321_132,6,1,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1088,61,582,1088,879,879,1088,669,834,7,1051,789,1024,582,879,879,1088,583,677,867,5,5,6,0.29,0.70,0.69,93.04,95.68,90.87,90.87,90.87,31.663,55.602,91.63,90.65,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_H1321_4,F16,F,H1321,4,eLAINE was a NANNy,132,H1321_132,6,1,2,1,3,1,L*H,% L*H L*H %,%,%,V1,1096,81,81,592,391,81,391,148,308,35,1054,130,537,81,391,526,592,122,107,469,2,2,4,0.22,0.16,0.17,91.41,94.51,90.72,91.01,91.01,7.467,87.539,91.87,92.26,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
