code,speaker,gender,stim,rep,sent,metre_ID,stim_metre,tot_syls,ana_syls,tot_feet,cur_foot,foot_syls,wrd_end_syl,acc_phon,phr_phon,init_phon,fin_phon,v_text,phr_end_t,ana_end_t,foot_strt_t,foot_end_t,stress_end_t,wrd_fin_syl_strt_t,wrd_end_t,v_onset_t,v_offset_t,strt_t,end_t,l_t,h_t,l_syl_strt_t,l_syl_end_t,h_syl_strt_t,h_syl_end_t,v_sylNormT,l_sylNormT,h_sylNormT,v_syl,l_syl,h_syl,v_syl_ratio,l_syl_ratio,h_syl_ratio,s_f0,e_f0,v_onset_f0,l_f0,h_f0,slope_st,intercept_st,mean_st,med_st,location
F16_H1321_4,F16,F,H1321,4,eLAINE was a NANNy,132,H1321_132,6,1,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1096,81,592,1096,886,886,1096,675,837,35,1054,801,1012,592,886,886,1096,580,680,851,5,5,6,0.28,0.71,0.60,91.41,94.51,91.01,91.01,91.01,29.974,56.403,90.88,90.22,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_H1321_5,F16,F,H1321,5,eLAINE was a NANNy,132,H1321_132,6,1,2,1,3,1,L*H,% L*H L*H %,%,%,V1,1103,82,82,615,417,82,417,163,328,35,1062,111,405,82,417,82,417,128,89,312,2,2,2,0.24,0.09,0.96,91.14,94.28,90.27,90.38,90.38,8.537,86.868,90.89,90.87,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_H1321_5,F16,F,H1321,5,eLAINE was a NANNy,132,H1321_132,6,1,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1103,82,615,1103,894,894,1103,680,845,35,1062,797,1058,615,894,894,1103,569,666,883,5,5,6,0.23,0.65,0.78,91.14,94.28,90.38,90.38,90.38,28.007,59.001,90.92,90.41,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_H1322_1,F16,F,H1322,1,eLAINa's a NANNy,132,H1322_132,6,1,2,1,3,2,L*H,% L*H L*H %,%,%,V1,912,77,77,478,271,271,426,135,208,49,888,104,426,77,271,426,478,131,97,436,2,2,4,0.30,0.14,0,90.84,95.62,91.30,91.55,91.55,11.89,86.495,92.77,92.70,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_H1322_1,F16,F,H1322,1,eLAINa's a NANNy,132,H1322_132,6,1,2,2,2,2,L*H,% L*H L*H %,%,%,V1,912,77,478,912,730,730,912,537,687,49,888,644,850,478,730,730,912,547,648,846,5,5,6,0.23,0.66,0.66,90.84,95.62,91.55,91.55,91.55,35.682,55.983,92.09,91.53,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_H1322_2,F16,F,H1322,2,eLAINa's a NANNy,132,H1322_132,6,1,2,1,3,2,L*H,% L*H L*H %,%,%,V1,991,69,69,505,279,279,433,131,222,6,940,86,442,69,279,433,505,130,85,443,2,2,4,0.30,0.08,0.12,93.10,95.76,91.61,90.77,90.77,7.691,88.126,92.41,92.28,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_H1322_2,F16,F,H1322,2,eLAINa's a NANNy,132,H1322_132,6,1,2,2,2,2,L*H,% L*H L*H %,%,%,V2,991,69,505,991,779,779,991,569,729,6,940,676,912,505,779,779,991,547,640,840,5,5,6,0.23,0.62,0.63,93.10,95.76,90.77,90.77,90.77,35.129,53.558,91.79,91.21,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_H1322_3,F16,F,H1322,3,eLAINa's a NANNy,132,H1322_132,6,1,2,1,3,2,L*H,% L*H L*H %,%,%,V1,994,56,56,529,289,289,454,139,236,0,968,85,465,56,289,454,529,143,94,444,2,2,4,0.36,0.12,0.15,92.70,95.22,91.42,90.61,90.61,8.817,89.012,92.40,92.24,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_H1322_3,F16,F,H1322,3,eLAINa's a NANNy,132,H1322_132,6,1,2,2,2,2,L*H,% L*H L*H %,%,%,V2,994,56,529,994,796,796,994,591,758,0,968,682,937,529,796,796,994,546,627,855,5,5,6,0.23,0.57,0.71,92.70,95.22,90.61,90.61,90.61,27.119,66.35,91.31,90.76,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_H1322_4,F16,F,H1322,4,eLAINa's a NANNy,132,H1322_132,6,1,2,1,3,2,L*H,% L*H L*H %,%,%,V1,1016,74,74,525,295,295,455,145,231,15,982,203,449,74,295,295,455,136,191,430,2,2,3,0.32,0.58,0.96,92.08,95.03,90.91,90.56,90.56,9.918,86.776,91.80,91.52,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_H1322_4,F16,F,H1322,4,eLAINa's a NANNy,132,H1322_132,6,1,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1016,74,525,1016,801,801,1016,599,762,15,982,729,952,525,801,801,1016,555,667,853,5,5,6,0.27,0.74,0.70,92.08,95.03,90.56,90.56,90.56,31.518,59.618,91.65,90.88,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_H1322_5,F16,F,H1322,5,eLAINa's a NANNy,132,H1322_132,6,1,2,1,3,2,L*H,% L*H L*H %,%,%,V1,992,100,100,528,315,315,475,181,258,27,977,121,399,100,315,315,475,147,89,361,2,2,3,0.38,0.10,0.53,90.71,93.83,90.66,89.71,89.71,6.053,88.159,91.05,90.71,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F16_H1322_5,F16,F,H1322,5,eLAINa's a NANNy,132,H1322_132,6,1,2,2,2,2,L*H,% L*H L*H %,%,%,V2,992,100,528,992,805,805,992,609,756,27,977,671,912,528,805,805,992,561,614,830,5,5,6,0.29,0.52,0.57,90.71,93.83,89.71,89.71,89.71,22.927,67.244,90.39,89.72,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F16/alignment and H_Placement/
F17_A0131_1,F17,F,A0131,1,VAL'S VALuables,013,A0131_013,4,0,2,1,1,1,(*),% (*) L*H %,%,%,V1,1288,0,0,503,503,0.3,503,125,293,125,1045,170,370,0,503,0,503,88,120,262,1,1,1,0.25,0.34,0.74,90.65,93.70,90.65,88.62,88.62,1.558,88.805,89.47,89.48,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
F17_A0131_1,F17,F,A0131,1,VAL'S VALuables,013,A0131_013,4,0,2,2,3,3,L*H,% (*) L*H %,%,%,V2,1288,0,503,1288,750,847,1288,563,695,125,1045,607,1020,503,750,847,1288,409,448,800,2,2,4,0.24,0.42,0.39,90.65,93.70,88.62,88.62,88.62,17.242,73.891,90.67,90.62,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
F17_A0131_2,F17,F,A0131,2,VAL'S VALuables,013,A0131_013,4,0,2,1,1,1,L*,% L* L*H %,%,%,V1,1319,0,0,493,493,0.4,493,107,296,91,1030,209,349,0,493,0,493,77,151,252,1,1,1,0.22,0.42,0.71,90.20,94.28,89.65,88.74,88.74,13.501,82.105,89.02,89.16,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
F17_A0131_2,F17,F,A0131,2,VAL'S VALuables,013,A0131_013,4,0,2,2,3,3,L*H,% L* L*H %,%,%,V2,1319,0,493,1319,731,819,1319,562,689,91,1030,641,996,493,731,819,1319,419,492,786,2,2,4,0.29,0.62,0.35,90.20,94.28,88.74,88.74,88.74,20.791,69.401,91.28,91.33,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
F17_A0131_3,F17,F,A0131,3,VAL'S VALuables,013,A0131_013,4,0,2,1,1,1,L*,% L* L*H %,%,%,V1,1246,0,0,426,426,-0.1,426,69,247,62,912,159,327,0,426,0,426,58,133,273,1,1,1,0.16,0.37,0.77,90.67,95.09,90.61,89.53,89.53,4.464,86.353,89.31,89.46,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
F17_A0131_3,F17,F,A0131,3,VAL'S VALuables,013,A0131_013,4,0,2,2,3,3,L*H,% L* L*H %,%,%,V2,1246,0,426,1246,657,735,1246,478,598,62,912,551,875,426,657,735,1246,405,475,755,2,2,4,0.23,0.54,0.27,90.67,95.09,89.53,89.53,89.53,25.533,63.358,92.22,92.52,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
F17_A0131_4,F17,F,A0131,4,VAL'S VALuables,013,A0131_013,4,0,2,1,1,1,L*,% L* L*H %,%,%,V1,1184,0,0,399,399,-0.3,399,60,234,59,880,171,268,0,399,0,399,54,153,239,1,1,1,0.15,0.43,0.67,90.55,96.12,90.55,89.74,89.74,18.254,81.078,89.58,89.58,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
F17_A0131_4,F17,F,A0131,4,VAL'S VALuables,013,A0131_013,4,0,2,2,3,3,L*H,% L* L*H %,%,%,V2,1184,0,399,1184,617,708,1184,456,567,59,880,540,826,399,617,708,1184,413,498,745,2,2,4,0.26,0.65,0.25,90.55,96.12,89.74,89.74,89.74,26.809,66.976,91.88,91.63,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
F17_A0131_5,F17,F,A0131,5,VAL'S VALuables,013,A0131_013,4,0,2,1,1,1,L*,% L* L*H %,%,%,V1,1392,0,0,539,539,0.3,539,138,284,114,1055,250,392,0,539,0,539,91,165,259,1,1,1,0.26,0.46,0.73,90.38,95.02,90.07,89.41,89.41,10.762,83.235,89.67,89.59,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
F17_A0131_5,F17,F,A0131,5,VAL'S VALuables,013,A0131_013,4,0,2,2,3,3,L*H,% L* L*H %,%,%,V2,1392,0,539,1392,783,872,1392,600,734,114,1055,653,1025,539,783,872,1392,411,458,763,2,2,4,0.25,0.47,0.29,90.38,95.02,89.41,89.41,89.41,18.909,70.495,91.64,91.70,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
F17_A0221_2,F17,F,A0221,2,VAL'S is VALid,022,A0221_022,4,0,2,1,2,1,L*,% L* L*H %,%,%,V1,1002,0,0,502,401,0.4,401,82,220,68,903,172,404,0,401,401,502,69,144,340,1,1,2,0.20,0.43,0.03,89.65,92.75,89.37,88.31,88.31,4.628,87.454,89.38,89.54,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
F17_A0221_2,F17,F,A0221,2,VAL'S is VALid,022,A0221_022,4,0,2,2,2,2,L*H,% L* L*H %,%,%,V2,1002,0,502,1002,779,779,1002,583,707,68,903,708,887,502,779,779,1002,534,643,800,3,3,4,0.29,0.74,0.48,89.65,92.75,88.31,88.31,88.31,33.84,58.529,89.83,89.48,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
F17_A0221_3,F17,F,A0221,3,VAL'S is VALid,022,A0221_022,4,0,2,1,2,1,L*H,% L*H L*H %,%,%,V1,1084,0,0,593,465,-0.4,465,120,241,108,981,203,477,0,465,465,593,87,147,348,1,1,2,0.26,0.44,0.09,90.11,92.48,89.79,87.37,87.37,8.484,85.769,89.25,89.42,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
F17_A0221_3,F17,F,A0221,3,VAL'S is VALid,022,A0221_022,4,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1084,0,593,1084,855,855,1084,665,791,108,981,675,939,593,855,855,1084,530,539,777,3,3,4,0.27,0.31,0.37,90.11,92.48,87.37,87.37,87.37,16.712,74.451,89.05,88.52,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
F17_A0221_4,F17,F,A0221,4,VAL'S is VALid,022,A0221_022,4,0,2,1,2,1,L*H,% L*H L*H %,%,%,V1,1028,0,0,538,427,0.5,427,72,236,72,900,171,445,0,427,427,538,57,135,357,1,1,2,0.17,0.40,0.16,89.96,91.91,89.96,88.66,88.66,8.409,85.593,89.52,89.67,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
F17_A0221_4,F17,F,A0221,4,VAL'S is VALid,022,A0221_022,4,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1028,0,538,1028,795,795,1028,614,730,72,900,692,884,538,795,795,1028,535,608,780,3,3,4,0.30,0.60,0.38,89.96,91.91,88.66,88.66,88.66,19.824,70.275,89.13,88.83,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
F17_A0221_5,F17,F,A0221,5,VAL'S is VALid,022,A0221_022,4,0,2,1,2,1,L*,% L* L*H %,%,%,V1,977,0,0,535,426,-0.5,426,77,243,77,911,196,433,0,426,426,535,61,155,344,1,1,2,0.18,0.46,0.06,90.59,92.13,90.59,88.22,88.22,1.885,87.83,88.94,88.97,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
F17_A0221_5,F17,F,A0221,5,VAL'S is VALid,022,A0221_022,4,0,2,2,2,2,L*H,% L* L*H %,%,%,V2,977,0,535,977,788,788,977,605,720,77,911,674,871,535,788,788,977,530,596,791,3,3,4,0.28,0.55,0.44,90.59,92.13,88.22,88.22,88.22,26.665,61.291,89.26,88.73,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
F17_A0221_6,F17,F,A0221,6,VAL'S is VALid,022,A0221_022,4,0,2,1,2,1,L*H,% L*H L*H %,%,%,V1,1057,0,0,535,435,-0.05,435,77,236,77,940,195,342,0,435,0,435,59,151,264,1,1,1,0.18,0.45,0.79,89.01,92.29,89.01,88.89,88.89,11.412,85.587,88.87,88.78,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
F17_A0221_6,F17,F,A0221,6,VAL'S is VALid,022,A0221_022,4,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1057,0,535,1057,794,794,1057,605,741,77,940,668,895,535,794,794,1057,528,587,780,3,3,4,0.27,0.51,0.38,89.01,92.29,88.89,88.89,88.89,19.571,74.037,89.71,89.31,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
F17_A0321_1,F17,F,A0321,1,VAL'S is inVALid,032,A0321_032,5,0,2,1,3,1,L*H,% L*H L*H %,%,%,V1,1089,0,0,621,392,0.2,392,70,222,70,967,120,240,0,392,0,392,60,103,207,1,1,1,0.18,0.31,0.61,89.78,91.37,89.78,88.04,88.04,16.067,77.109,90.01,89.94,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
F17_A0321_1,F17,F,A0321,1,VAL'S is inVALid,032,A0321_032,5,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1089,0,621,1089,869,869,1089,700,815,70,967,713,965,621,869,869,1089,655,667,902,4,4,5,0.32,0.37,0.44,89.78,91.37,88.04,88.04,88.04,13.442,69.702,89.34,89.26,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
F17_A0321_2,F17,F,A0321,2,VAL'S is inVALid,032,A0321_032,5,0,2,1,3,1,L*H,% L*H L*H %,%,%,V1,1073,0,0,625,371,0.4,371,44,183,41,972,93,377,0,371,371,500,40,85,344,1,1,2,0.12,0.25,0.05,89.85,92.38,89.77,87.41,87.41,9.585,84.055,89.02,89.47,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
F17_A0321_2,F17,F,A0321,2,VAL'S is inVALid,032,A0321_032,5,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1073,0,625,1073,853,853,1073,675,773,41,972,783,953,625,853,853,1073,631,742,906,4,4,5,0.22,0.69,0.45,89.85,92.38,87.41,87.41,87.41,35.08,49.034,89.47,89.19,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
F17_A0321_3,F17,F,A0321,3,VAL'S is inVALid,032,A0321_032,5,0,2,1,3,1,L*H,% L*H L*H %,%,%,V1,1097,0,0,658,423,0.4,423,83,214,82,1008,196,439,0,423,423,556,66,157,353,1,1,2,0.20,0.46,0.12,88.83,92.16,88.83,87.78,87.78,12.958,82.748,89.44,89.94,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
F17_A0321_3,F17,F,A0321,3,VAL'S is inVALid,032,A0321_032,5,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1097,0,658,1097,911,911,1097,699,844,82,1008,769,982,658,911,911,1097,618,683,891,4,4,5,0.16,0.44,0.38,88.83,92.16,87.78,87.78,87.78,27.115,60.203,89.26,88.48,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
F17_A0321_4,F17,F,A0321,4,VAL'S is inVALid,032,A0321_032,5,0,2,1,3,1,L*H,% L*H L*H %,%,%,V1,1131,0,0,665,422,-0.3,422,83,234,79,1021,160,433,0,422,422,563,66,128,348,1,1,2,0.20,0.38,0.08,88.55,91.71,88.55,88.00,88.00,11.465,81.842,89.75,89.62,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
F17_A0321_4,F17,F,A0321,4,VAL'S is inVALid,032,A0321_032,5,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1131,0,665,1131,925,925,1131,715,821,79,1021,815,1019,665,925,925,1131,625,715,906,4,4,5,0.19,0.58,0.46,88.55,91.71,88.00,88.00,88.00,28.069,52.04,88.81,88.62,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
F17_A0321_5,F17,F,A0321,5,VAL'S is inVALid,032,A0321_032,5,0,2,1,3,1,L*H,% L*H L*H %,%,%,V1,1135,0,0,640,430,0.06,430,88,236,61,1027,181,322,0,430,0,430,69,142,253,1,1,1,0.20,0.42,0.75,87.07,92.30,86.85,88.17,88.17,28.456,78.11,88.24,88.13,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
F17_A0321_5,F17,F,A0321,5,VAL'S is inVALid,032,A0321_032,5,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1135,0,640,1135,918,918,1135,710,855,61,1027,817,998,640,918,918,1135,639,729,888,4,4,5,0.25,0.64,0.37,87.07,92.30,88.17,88.17,88.17,29.76,59.42,89.51,89.13,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
F17_A0423_1,F17,F,A0423,1,VALerie's is VALid,042,A0423_042,6,0,2,1,4,3,L*H,% L*H L*H %,%,%,V1,964,0,0,546,194,227,431,41,132,40,891,134,317,0,194,227,431,44,145,349,1,1,3,0.21,0.69,0.44,90.70,94.08,90.70,89.38,89.38,21.334,83.159,90.11,89.92,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
F17_A0423_1,F17,F,A0423,1,VALerie's is VALid,042,A0423_042,6,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,964,0,546,964,791,791,964,596,730,40,891,717,874,546,791,791,964,636,755,927,5,5,6,0.20,0.70,0.48,90.70,94.08,89.38,89.38,89.38,41.143,53.897,90.84,90.88,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
F17_A0423_2b,F17,F,A0423,2b,VALerie's is VALid,042,A0423_042,6,0,2,1,4,3,L*H,% L*H L*H %,%,%,V1,1058,0,0,600,211,263,474,88,178,77,1003,137,379,0,211,263,474,88,136,371,1,1,3,0.42,0.65,0.55,90.00,92.22,89.79,89.58,89.58,14.99,85.78,90.29,90.22,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
F17_A0423_2b,F17,F,A0423,2b,VALerie's is VALid,042,A0423_042,6,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1058,0,600,1058,850,850,1058,649,798,77,1003,780,942,600,850,850,1058,634,761,919,5,5,6,0.20,0.72,0.44,90.00,92.22,89.58,89.58,89.58,30.446,62.205,89.65,89.49,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
F17_A1111_1,F17,F,A1111,1,They KNOW VAL,111,A1111_111,3,1,2,1,1,2,L*H,% L*H L*H %,%,%,V1,693,96,96,285,285,285,294,162,265,22,683,121,257,96,285,96,285,172,132,265,2,2,2,0.35,0.13,0.85,91.99,91.59,92.26,90.08,90.08,11.933,88.253,92.45,92.37,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
F17_A1111_1,F17,F,A1111,1,They KNOW VAL,111,A1111_111,3,1,2,2,1,1,L*H,% L*H L*H %,%,%,V2,693,96,285,693,693,285,693,381,606,22,683,501,646,285,693,285,693,389,510,655,3,3,3,0.24,0.53,0.88,91.99,91.59,90.08,90.08,90.08,41.193,58.433,88.84,88.55,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
F17_A1111_2,F17,F,A1111,2,They KNOW VAL,111,A1111_111,3,1,2,1,1,1,(*),% (*) L*H %,%,%,V1,665,85,85,261,261,85,261,144,200,28,656,168,200,85,261,85,261,169,195,229,2,2,2,0.34,0.47,0.65,89.34,90.20,89.93,89.02,89.02,2.804,89.297,90.17,90.18,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
F17_A1111_2,F17,F,A1111,2,They KNOW VAL,111,A1111_111,3,1,2,2,1,1,L*H,% (*) L*H %,%,%,V2,665,85,261,665,665,261,665,359,559,28,656,428,612,261,665,261,665,392,462,648,3,3,3,0.24,0.41,0.87,89.34,90.20,89.02,89.02,89.02,24.514,72.241,88.09,87.81,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
F17_A1111_3,F17,F,A1111,3,They KNOW VAL,111,A1111_111,3,1,2,1,1,1,(*),% (*) L*H %,%,%,V1,677,104,104,295,295,104,295,155,233,28,673,206,246,104,295,104,295,157,206,245,2,2,2,0.27,0.53,0.74,88.61,89.64,89.28,88.03,88.03,6.602,87.056,89.41,89.40,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
F17_A1111_3,F17,F,A1111,3,They KNOW VAL,111,A1111_111,3,1,2,2,1,1,L*H,% (*) L*H %,%,%,V2,677,104,295,677,677,295,677,357,562,28,673,479,629,295,677,295,677,359,490,651,3,3,3,0.16,0.48,0.87,88.61,89.64,88.03,88.03,88.03,30.091,67.016,87.66,87.41,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
F17_A1111_4,F17,F,A1111,4,They KNOW VAL,111,A1111_111,3,1,2,1,1,1,H*,% H* L*H %,%,%,V1,606,86,86,263,263,86,263,145,234,37,606,155,218,86,263,86,263,169,180,246,2,2,2,0.33,0.39,0.75,88.89,89.83,89.61,88.47,88.47,15.149,83.76,90.20,90.24,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
F17_A1111_4,F17,F,A1111,4,They KNOW VAL,111,A1111_111,3,1,2,2,1,1,L*H,% H* L*H %,%,%,V2,606,86,263,606,606,263,606,336,513,37,606,445,589,263,606,263,606,380,510,682,3,3,3,0.21,0.53,0.95,88.89,89.83,88.47,88.47,88.47,29.639,65.451,87.79,87.62,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
F17_A1111_5,F17,F,A1111,5,They KNOW VAL,111,A1111_111,3,1,2,1,1,1,H*,%L H* L*H %,%L,%,V1,579,89,89,252,252,89,252,131,228,16,579,113,185,89,252,89,252,155,134,217,2,2,2,0.26,0.15,0.59,88.21,90.04,89.76,88.83,88.83,19.529,81.197,90.16,90.28,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
