code,speaker,gender,stim,rep,sent,metre_ID,stim_metre,ana_text,nuc_pre_text,ana_has_word_end,nuc_is_new_word,tot_syls,ana_syls,tot_feet,cur_foot,foot_syls,wrd_end_syl,acc_phon,phr_phon,init_phon,fin_phon,v_text,phr_end_t,ana_end_t,foot_start_t,foot_end_t,stress_end_t,wrd_fin_syl_start_t,wrd_end_t,v_onset_t,v_offset_t,s_t,e_t,l_t,h_t,l_syl_start_t,l_syl_end_t,h_syl_start_t,h_syl_end_t,v_grand_mean_t,l_grand_mean_t,h_grand_mean_t,s_grand_mean_t,e_grand_mean_t,v_syl,l_syl,h_syl,l_syl_ratio,h_syl_ratio,s_f0,e_f0,v_onset_f0,l_f0,h_f0,lh_slope,lh_slope_z,lh_mean_f0,lh_med_f0,utt_mean_f0,utt_slope,utt_slope_z,spkr_f0_mean,spkr_f0_SD,location
F17_H1322_2,F17,F,H1322,2,eLAINa's a NANNy,132,H1322_132,E-,-a's a,0,1,6,1,2,1,3,2,L*H,% L*H L*H %,%,%,V1,948,54,54,559,318,318,518,113,260,23,948,197,410,54,318,318,518,115,182,351,29,906,2,2,3,0.54,0.46,89.42,93.62,88.50,88.29,93.29,26.166,14.488,89.87,88.94,90.10,3.596,1.991,89.565,1.806,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
F17_H1322_2,F17,F,H1322,2,eLAINa's a NANNy,132,H1322_132,E-,-a's a,0,1,6,1,2,2,2,2,L*H,% L*H L*H %,%,%,V2,948,54,559,948,823,823,948,626,775,23,948,651,908,559,823,823,948,551,574,849,29,906,5,5,6,0.35,0.68,89.42,93.62,88.23,88.14,94.25,25.745,14.255,90.30,89.53,90.10,3.596,1.991,89.565,1.806,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
F17_H1322_3,F17,F,H1322,3,eLAINa's a NANNy,132,H1322_132,E-,-a's a,0,1,6,1,2,1,3,2,L*H,% L*H L*H %,%,%,V1,1061,72,72,599,331,331,531,142,283,24,1007,192,417,72,331,331,531,125,166,347,23,854,2,2,3,0.46,0.43,89.22,93.88,88.97,88.76,91.81,14.598,8.083,89.88,89.43,90.23,3.044,1.685,89.565,1.806,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
F17_H1322_3,F17,F,H1322,3,eLAINa's a NANNy,132,H1322_132,E-,-a's a,0,1,6,1,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1061,72,599,1061,876,876,1061,679,823,24,1007,742,961,599,876,876,1061,560,614,810,23,854,5,5,6,0.52,0.46,89.22,93.88,88.88,88.35,94.90,35.459,19.634,90.74,89.89,90.23,3.044,1.685,89.565,1.806,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
F17_H1322_4,F17,F,H1322,4,eLAINa's a NANNy,132,H1322_132,E-,-a's a,0,1,6,1,2,1,3,2,L*H,% L*H L*H %,%,%,V1,1018,58,58,586,319,319,536,128,255,11,994,214,410,58,319,319,536,125,194,345,13,879,2,2,3,0.60,0.42,88.66,94.40,89.21,88.95,92.29,20.378,11.284,90.23,89.97,90.27,3.112,1.723,89.565,1.806,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
F17_H1322_4,F17,F,H1322,4,eLAINa's a NANNy,132,H1322_132,E-,-a's a,0,1,6,1,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1018,58,586,1018,863,863,1018,652,804,11,994,680,947,586,863,863,1018,548,572,825,13,879,5,5,6,0.34,0.54,88.66,94.40,88.55,88.38,94.80,25.83,14.302,90.52,89.50,90.27,3.112,1.723,89.565,1.806,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
F17_H1322_5,F17,F,H1322,5,eLAINa's a NANNy,132,H1322_132,E-,-a's a,0,1,6,1,2,1,3,2,L*H,% L*H L*H %,%,%,V1,973,47,47,522,289,289,471,113,234,13,950,196,490,47,289,471,522,126,198,456,19,883,2,2,4,0.62,0.37,89.31,95.80,89.17,88.70,91.47,12.229,6.771,90.45,90.95,90.52,4.506,2.495,89.565,1.806,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
F17_H1322_5,F17,F,H1322,5,eLAINa's a NANNy,132,H1322_132,E-,-a's a,0,1,6,1,2,2,2,2,L*H,% L*H L*H %,%,%,V2,973,47,522,973,796,796,973,596,736,13,950,651,901,522,796,796,973,555,603,834,19,883,5,5,6,0.47,0.59,89.31,95.80,89.19,88.54,96.12,32.126,17.789,91.05,89.92,90.52,4.506,2.495,89.565,1.806,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F17/alignment and H_Placement/
M4_A0131_1b,M4,M,A0131,1b,VAL'S VALuables.,013,A0131_013,NA,NA,0,1,4,0,2,1,1,1,(*),% (*) L*H %,%,%,V1,986,0,0,410,410,0.4,410,129,235,129,788,140,205,0,410,0,410,112,122,178,112,788,1,1,1,0.34,0.50,74.90,81.27,74.90,74.95,75.73,13.695,5.39,75.44,75.46,75.24,5.928,2.333,77.002,2.541,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/alignment and H_Placement/
M4_A0131_1b,M4,M,A0131,1b,VAL'S VALuables.,013,A0131_013,NA,NA,0,1,4,0,2,2,3,3,L*H,% (*) L*H %,%,%,V2,986,0,410,986,615,676,986,474,571,129,788,504,776,410,615,676,986,424,456,774,112,788,2,2,4,0.46,0.32,74.90,81.27,73.14,73.16,81.16,26.962,10.611,76.19,75.57,75.24,5.928,2.333,77.002,2.541,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/alignment and H_Placement/
M4_A0131_2,M4,M,A0131,2,VAL'S VALuables.,013,A0131_013,NA,NA,0,1,4,0,2,1,1,1,(*),% (*) L*H %,%,%,V1,974,0,0,432,432,0.3,432,118,242,118,835,135,205,0,432,0,432,97,111,169,97,840,1,1,1,0.31,0.47,76.35,80.19,76.35,76.44,77.17,12.616,4.965,76.89,76.90,76.83,3.883,1.528,77.002,2.541,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/alignment and H_Placement/
M4_A0131_2,M4,M,A0131,2,VAL'S VALuables.,013,A0131_013,NA,NA,0,1,4,0,2,2,3,3,L*H,% (*) L*H %,%,%,V2,974,0,432,974,613,697,974,493,584,118,835,530,810,432,613,697,974,430,475,806,97,840,2,2,4,0.54,0.41,76.35,80.19,75.55,74.71,80.50,24.035,9.459,77.34,76.89,76.83,3.883,1.528,77.002,2.541,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/alignment and H_Placement/
M4_A0131_3b,M4,M,A0131,3b,VAL'S VALuables,013,A0131_013,NA,NA,0,1,4,0,2,1,1,1,H*,% H* L*H %,%,%,V1,880,0,0,393,393,-0.4,393,104,209,93,742,286,147,0,393,0,393,94,259,133,84,806,1,1,1,0.73,0.37,78.13,81.36,78.13,75.90,78.06,-15.464,-6.086,77.27,77.34,76.58,2.197,0.865,77.002,2.541,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/alignment and H_Placement/
M4_A0131_3b,M4,M,A0131,3b,VAL'S VALuables,013,A0131_013,NA,NA,0,1,4,0,2,2,3,3,L*H,% H* L*H %,%,%,V2,880,0,393,880,597,647,880,453,541,93,742,481,734,393,597,647,880,420,450,793,84,806,2,2,4,0.43,0.37,78.13,81.36,73.78,73.51,81.43,32.251,12.692,76.51,76.06,76.58,2.197,0.865,77.002,2.541,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/alignment and H_Placement/
M4_A0131_4b,M4,M,A0131,4b,VAL'S VALuables.,013,A0131_013,NA,NA,0,1,4,0,2,1,1,1,(*),% (*) L*H %,%,%,V1,903,0,0,383,383,-0.010,383,86,185,86,749,154,201,0,383,0,383,80,143,187,80,803,1,1,1,0.40,0.52,75.37,80.67,75.37,75.73,75.91,5.944,2.339,75.82,75.83,76.12,6.892,2.712,77.002,2.541,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/alignment and H_Placement/
M4_A0131_4b,M4,M,A0131,4b,VAL'S VALuables.,013,A0131_013,NA,NA,0,1,4,0,2,2,3,3,L*H,% (*) L*H %,%,%,V2,903,0,383,903,591,646,903,439,536,86,749,475,709,383,591,646,903,415,453,744,80,803,2,2,4,0.44,0.25,75.37,80.67,74.31,74.39,80.37,27.155,10.687,77.07,77.10,76.12,6.892,2.712,77.002,2.541,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/alignment and H_Placement/
M4_A0131_5,M4,M,A0131,5,VAL'S VALuables,013,A0131_013,NA,NA,0,1,4,0,2,1,1,1,(*),% (*) L*H %,%,%,V1,830,0,0,352,352,0.4,352,39,177,48,713,57,136,0,352,0,352,39,58,138,49,841,1,1,1,0.16,0.39,75.47,81.81,75.39,75.88,77.37,14.769,5.812,76.98,76.99,76.92,5.835,2.296,77.002,2.541,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/alignment and H_Placement/
M4_A0131_5,M4,M,A0131,5,VAL'S VALuables,013,A0131_013,NA,NA,0,1,4,0,2,2,3,3,L*H,% (*) L*H %,%,%,V2,830,0,352,830,542,596,830,398,487,48,713,434,705,352,542,596,830,409,451,828,49,841,2,2,4,0.43,0.47,75.47,81.81,74.76,74.37,81.70,28.9,11.373,77.33,76.78,76.92,5.835,2.296,77.002,2.541,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/alignment and H_Placement/
M4_A0221_r1,M4,M,A0221,r1,VAL'S is VALid,022,A0221_022,NA,is,0,1,4,0,2,1,2,1,H*,% H* L*H %,%,%,V1,868,0,0,526,384,-0.08,384,116,234,116,808,133,263,0,384,0,384,102,116,230,102,815,1,1,1,0.35,0.68,78.89,82.74,78.89,79.06,80.59,12.147,4.78,79.94,79.98,78.90,-1.267,-0.499,77.002,2.541,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/alignment and H_Placement/
M4_A0221_r1,M4,M,A0221,r1,VAL'S is VALid,022,A0221_022,NA,is,0,1,4,0,2,2,2,2,L*H,% H* L*H %,%,%,V2,868,0,526,868,731,731,868,583,676,116,808,612,783,526,731,731,868,530,565,779,102,815,3,3,4,0.42,0.38,78.89,82.74,76.55,76.36,82.75,44.69,17.587,78.56,77.83,78.90,-1.267,-0.499,77.002,2.541,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/alignment and H_Placement/
M4_A0221_r2,M4,M,A0221,r2,VAL'S is VALid,022,A0221_022,NA,is,0,1,4,0,2,1,2,1,H*,% H* L*H %,%,%,V1,874,0,0,525,394,0.4,394,76,206,38,801,86,208,0,394,0,394,65,73,177,32,796,1,1,1,0.22,0.53,77.68,82.47,79.59,79.97,81.07,8.15,3.208,80.66,80.63,78.82,-2.387,-0.939,77.002,2.541,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/alignment and H_Placement/
M4_A0221_r2,M4,M,A0221,r2,VAL'S is VALid,022,A0221_022,NA,is,0,1,4,0,2,2,2,2,L*H,% H* L*H %,%,%,V2,874,0,525,874,738,738,874,578,675,38,801,606,784,525,738,738,874,523,555,771,32,796,3,3,4,0.38,0.34,77.68,82.47,76.60,76.55,82.52,36.565,14.39,78.73,78.12,78.82,-2.387,-0.939,77.002,2.541,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/alignment and H_Placement/
M4_A0221_r3,M4,M,A0221,r3,VAL'S is VALid.,022,A0221_022,NA,is,0,1,4,0,2,1,2,1,H*,% H* L*H %,%,%,V1,889,0,0,535,399,-0.5,399,91,228,73,830,117,270,0,399,0,399,77,99,227,61,827,1,1,1,0.29,0.68,78.81,83.17,78.81,78.96,80.49,9.522,3.747,80.02,80.13,78.98,-0.291,-0.114,77.002,2.541,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/alignment and H_Placement/
M4_A0221_r3,M4,M,A0221,r3,VAL'S is VALid.,022,A0221_022,NA,is,0,1,4,0,2,2,2,2,L*H,% H* L*H %,%,%,V2,889,0,535,889,733,733,889,593,684,73,830,620,798,535,733,733,889,534,567,787,61,827,3,3,4,0.43,0.42,78.81,83.17,76.57,76.57,83.04,39.055,15.37,79.13,78.82,78.98,-0.291,-0.114,77.002,2.541,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/alignment and H_Placement/
M4_A0221_r4,M4,M,A0221,r4,VAL'S is VALid.,022,A0221_022,NA,is,0,1,4,0,2,1,2,1,H*,% H* L*H %,%,%,V1,906,0,0,550,415,0.5,415,74,203,61,863,82,173,0,415,0,415,60,66,140,49,838,1,1,1,0.20,0.42,79.53,83.73,79.58,79.65,80.48,10.504,4.134,80.09,80.09,78.74,-0.311,-0.123,77.002,2.541,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/alignment and H_Placement/
M4_A0221_r4,M4,M,A0221,r4,VAL'S is VALid.,022,A0221_022,NA,is,0,1,4,0,2,2,2,2,L*H,% H* L*H %,%,%,V2,906,0,550,906,773,773,906,622,699,61,863,611,828,550,773,773,906,541,529,786,49,838,3,3,4,0.27,0.41,79.53,83.73,76.00,75.80,83.82,38.882,15.302,78.93,77.97,78.74,-0.311,-0.123,77.002,2.541,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/alignment and H_Placement/
M4_A0221_r5,M4,M,A0221,r5,VAL'S is VALid.,022,A0221_022,NA,is,0,1,4,0,2,1,2,1,H*,% H* L*H %,%,%,V1,834,0,0,511,385,0.2,385,72,209,61,788,108,262,0,385,0,385,63,94,229,53,826,1,1,1,0.28,0.68,78.62,82.26,78.86,79.37,81.00,11.532,4.539,80.36,80.41,78.56,-3.823,-1.505,77.002,2.541,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/alignment and H_Placement/
M4_A0221_r5,M4,M,A0221,r5,VAL'S is VALid.,022,A0221_022,NA,is,0,1,4,0,2,2,2,2,L*H,% H* L*H %,%,%,V2,834,0,511,834,713,713,834,568,650,61,788,638,786,511,713,713,834,531,615,823,53,826,3,3,4,0.63,0.60,78.62,82.26,76.21,75.92,82.26,49.982,19.67,78.69,78.09,78.56,-3.823,-1.505,77.002,2.541,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/alignment and H_Placement/
M4_A0321_r1,M4,M,A0321,r1,VAL'S is inVALid.,032,A0321_032,NA,is in-,0,0,5,0,2,1,3,1,H*,% H* L*H %,%,%,V1,1049,0,0,725,428,-0.3,428,137,263,123,1002,170,304,0,428,0,428,108,134,240,97,944,1,1,1,0.40,0.71,78.32,79.50,78.32,78.36,80.31,17.97,7.072,79.61,79.85,77.02,-4.942,-1.945,77.002,2.541,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/alignment and H_Placement/
M4_A0321_r1,M4,M,A0321,r1,VAL'S is inVALid.,032,A0321_032,NA,is in-,0,0,5,0,2,2,2,2,L*H,% H* L*H %,%,%,V2,1049,0,725,1049,917,917,1049,750,852,123,1002,771,985,725,917,917,1049,610,636,918,97,944,4,4,5,0.24,0.52,78.32,79.50,73.38,73.33,79.30,30.085,11.84,75.93,76.23,77.02,-4.942,-1.945,77.002,2.541,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/alignment and H_Placement/
M4_A0321_r2,M4,M,A0321,r2,VAL'S is inVALid,032,A0321_032,NA,is in-,0,0,5,0,2,1,3,1,H*,% H* L*H %,%,%,V1,1094,0,0,738,451,0.4,451,158,292,158,1044,175,314,0,451,0,451,118,131,235,118,948,1,1,1,0.39,0.70,77.70,80.10,77.70,77.75,78.37,4.93,1.94,78.21,78.36,76.50,-1.689,-0.665,77.002,2.541,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/alignment and H_Placement/
M4_A0321_r2,M4,M,A0321,r2,VAL'S is inVALid,032,A0321_032,NA,is in-,0,0,5,0,2,2,2,2,L*H,% H* L*H %,%,%,V2,1094,0,738,1094,945,945,1094,779,885,158,1044,786,1021,738,945,945,1094,626,634,917,118,948,4,4,5,0.23,0.51,77.70,80.10,74.07,74.10,79.93,26.299,10.35,76.53,75.82,76.50,-1.689,-0.665,77.002,2.541,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/alignment and H_Placement/
M4_A0321_r3,M4,M,A0321,r3,VAL'S is inVALid,032,A0321_032,NA,is in-,0,0,5,0,2,1,3,1,>H*,% >H* L*H %,%,%,V1,1064,0,0,701,457,-0.02,457,102,257,103,1003,145,326,0,457,0,457,75,107,241,76,937,1,1,1,0.32,0.71,77.83,81.12,77.82,78.19,79.08,4.88,1.921,78.65,78.67,77.30,-1.397,-0.55,77.002,2.541,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/alignment and H_Placement/
M4_A0321_r3,M4,M,A0321,r3,VAL'S is inVALid,032,A0321_032,NA,is in-,0,0,5,0,2,2,2,2,L*H,% >H* L*H %,%,%,V2,1064,0,701,1064,909,909,1064,747,845,103,1003,770,966,701,909,909,1064,632,658,888,76,937,4,4,5,0.33,0.37,77.83,81.12,74.46,74.41,81.46,38.419,15.12,76.66,75.88,77.30,-1.397,-0.55,77.002,2.541,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/alignment and H_Placement/
M4_A0321_r4,M4,M,A0321,r4,VAL'S is inVALid.,032,A0321_032,NA,is in-,0,0,5,0,2,1,3,1,H*,% H* L*H %,%,%,V1,1068,0,0,696,432,-0.5,432,111,266,127,1003,149,234,0,432,0,432,87,117,183,99,935,1,1,1,0.34,0.54,77.18,79.71,76.68,77.43,77.78,4.309,1.696,77.64,77.66,76.40,-1.44,-0.567,77.002,2.541,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/alignment and H_Placement/
M4_A0321_r4,M4,M,A0321,r4,VAL'S is inVALid.,032,A0321_032,NA,is in-,0,0,5,0,2,2,2,2,L*H,% H* L*H %,%,%,V2,1068,0,696,1068,906,906,1068,752,848,127,1003,766,965,696,906,906,1068,642,658,888,99,935,4,4,5,0.33,0.36,77.18,79.71,74.04,74.01,79.58,25.404,9.998,76.07,75.81,76.40,-1.44,-0.567,77.002,2.541,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/alignment and H_Placement/
M4_A0321_r5,M4,M,A0321,r5,VAL'S is inVALid,032,A0321_032,NA,is in-,0,0,5,0,2,1,3,1,L*H,% L*H L*H %,%,%,V1,1057,0,0,713,449,0.01,449,112,270,106,993,219,306,0,449,0,449,84,165,230,80,930,1,1,1,0.49,0.68,76.56,78.73,76.56,76.87,77.97,16.281,6.407,77.35,77.30,76.30,-2.026,-0.797,77.002,2.541,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/alignment and H_Placement/
M4_A0321_r5,M4,M,A0321,r5,VAL'S is inVALid,032,A0321_032,NA,is in-,0,0,5,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1057,0,713,1057,907,907,1057,755,841,106,993,792,988,713,907,907,1057,631,675,923,80,930,4,4,5,0.41,0.54,76.56,78.73,73.90,74.42,78.73,24.472,9.631,76.34,76.31,76.30,-2.026,-0.797,77.002,2.541,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/alignment and H_Placement/
M4_A0423_1,M4,M,A0423,1,VALerie's is VALid,042,A0423_042,NA,erie's is,0,1,6,0,2,1,4,3,L*H,% L*H L*H %,%,%,V1,976,0,0,598,166,207,431,52,142,52,878,59,250,0,166,207,431,66,75,297,66,905,1,1,3,0.36,0.19,80.07,81.77,80.07,80.07,83.82,21.918,8.626,81.69,81.48,78.86,-8.975,-3.532,77.002,2.541,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/alignment and H_Placement/
M4_A0423_1,M4,M,A0423,1,VALerie's is VALid,042,A0423_042,NA,erie's is,0,1,6,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,976,0,598,976,819,819,976,658,747,52,878,692,870,598,819,819,976,652,690,895,66,905,5,5,6,0.43,0.32,80.07,81.77,74.34,73.95,81.54,43.665,17.184,76.65,76.15,78.86,-8.975,-3.532,77.002,2.541,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/alignment and H_Placement/
M4_A0423_2,M4,M,A0423,2,VALerie's is VALid,032,A0423_032,NA,erie's is,0,1,5,0,2,1,3,2,L*H,% L*H L*H %,%,%,V1,995,0,0,611,207,207,466,83,157,77,995,98,330,0,207,207,466,90,107,336,84,1013,1,1,2,0.47,0.47,74.98,75.51,74.98,75.17,79.01,17.575,6.917,77.14,76.95,76.38,0.065,0.026,77.002,2.541,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/alignment and H_Placement/
M4_A0423_2,M4,M,A0423,2,VALerie's is VALid,032,A0423_032,NA,erie's is,0,1,5,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,995,0,611,995,833,833,995,682,766,77,995,727,893,611,833,833,995,660,706,888,84,1013,4,4,5,0.52,0.37,74.98,75.51,73.77,73.59,81.21,46.687,18.373,76.15,75.36,76.38,0.065,0.026,77.002,2.541,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/alignment and H_Placement/
M4_A0423_3,M4,M,A0423,3,VALerie's is VALid,032,A0423_032,NA,erie's is,0,1,5,0,2,1,3,2,L*H,% L*H L*H %,%,%,V1,1039,0,0,659,238,238,518,88,218,68,983,109,278,0,238,238,518,83,103,258,64,936,1,1,2,0.46,0.14,74.97,80.08,74.90,74.83,76.98,12.836,5.051,76.41,76.81,75.63,-0.063,-0.025,77.002,2.541,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/alignment and H_Placement/
M4_A0423_3,M4,M,A0423,3,VALerie's is VALid,032,A0423_032,NA,erie's is,0,1,5,0,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1039,0,659,1039,895,895,1039,751,832,68,983,747,949,659,895,895,1039,675,672,889,64,936,4,4,5,0.37,0.38,74.97,80.08,73.94,73.94,80.16,29.596,11.647,75.71,74.90,75.63,-0.063,-0.025,77.002,2.541,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/alignment and H_Placement/
M4_A0423_4,M4,M,A0423,4,VALerie's is VALid,032,A0423_032,NA,erie's is,0,1,5,0,2,1,3,2,(*),% (*) L*H %,%,%,V1,986,0,0,638,220,220,493,87,190,80,917,110,350,0,220,220,493,89,113,336,82,922,1,1,2,0.50,0.48,75.79,81.34,75.79,75.29,76.05,4.126,1.624,75.36,75.24,75.33,1.621,0.638,77.002,2.541,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/alignment and H_Placement/
M4_A0423_4,M4,M,A0423,4,VALerie's is VALid,032,A0423_032,NA,erie's is,0,1,5,0,2,2,2,2,L*H,% (*) L*H %,%,%,V2,986,0,638,986,835,835,986,692,792,80,917,715,915,638,835,835,986,649,676,919,82,922,4,4,5,0.39,0.53,75.79,81.34,74.03,74.03,81.34,39.045,15.366,76.56,75.66,75.33,1.621,0.638,77.002,2.541,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/alignment and H_Placement/
M4_A0423_5,M4,M,A0423,5,VALerie's is VALid,032,A0423_032,NA,erie's is,0,1,5,0,2,1,3,2,(*),% (*) L*H %,%,%,V1,926,0,0,568,204,204,440,110,171,110,832,117,295,0,204,204,440,121,129,315,121,879,1,1,2,0.57,0.39,75.08,79.64,75.08,75.08,76.20,6.065,2.387,75.83,75.95,75.30,-0.315,-0.124,77.002,2.541,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/alignment and H_Placement/
M4_A0423_5,M4,M,A0423,5,VALerie's is VALid,032,A0423_032,NA,erie's is,0,1,5,0,2,2,2,2,L*H,% (*) L*H %,%,%,V2,926,0,568,926,786,786,926,633,721,110,832,668,830,568,786,786,926,655,691,877,121,879,4,4,5,0.46,0.31,75.08,79.64,73.74,73.53,79.64,45.08,17.741,76.08,75.40,75.30,-0.315,-0.124,77.002,2.541,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/alignment and H_Placement/
M4_A1111_1,M4,M,A1111,1,They KNOW VAL,111,A1111_111,they,NA,1,1,3,1,2,1,1,1,H*,% H* L*H %,%,%,V1,738,141,141,319,319,141,319,196,319,0,675,310,202,141,319,141,319,164,284,171,0,641,2,2,2,0.95,0.34,76.02,78.64,83.68,81.30,83.72,-22.462,-8.84,82.73,82.67,79.02,-8.705,-3.426,77.002,2.541,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/M4/alignment and H_Placement/
