code,speaker,gender,stim,rep,sent,metre_ID,stim_metre,ana_text,nuc_pre_text,ana_has_word_end,nuc_is_new_word,tot_syls,ana_syls,tot_feet,cur_foot,foot_syls,wrd_end_syl,acc_phon,phr_phon,init_phon,fin_phon,v_text,phr_end_t,ana_end_t,foot_start_t,foot_end_t,stress_end_t,wrd_fin_syl_start_t,wrd_end_t,v_onset_t,v_offset_t,s_t,e_t,l_t,h_t,l_syl_start_t,l_syl_end_t,h_syl_start_t,h_syl_end_t,v_grand_mean_t,l_grand_mean_t,h_grand_mean_t,s_grand_mean_t,e_grand_mean_t,v_syl,l_syl,h_syl,l_syl_ratio,h_syl_ratio,s_f0,e_f0,v_onset_f0,l_f0,h_f0,lh_slope,lh_slope_z,lh_mean_f0,lh_med_f0,utt_mean_f0,utt_slope,utt_slope_z,spkr_f0_mean,spkr_f0_SD,location
F5_A1111_1,F5,F,A1111,1,They KNOW VAL,111,A1111_111,they,NA,1,1,3,1,2,2,1,1,L*H,%H H* L*H %,%H,%,V2,661,92,262,661,661,262,661,348,499,16,592,437,586,262,661,262,661,381,472,625,19,631,3,3,3,0.44,0.81,92.78,89.36,88.66,85.86,89.29,27.398,12.954,87.29,87.10,89.64,-11.251,-5.32,90.676,2.115,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1111_2,F5,F,A1111,2,They KNOW VAL.,111,A1111_111,they,NA,1,1,3,1,2,1,1,1,H*,%H H* L*H %,%H,%,V1,687,109,109,302,302,109,302,165,302,19,646,137,251,109,302,109,302,161,134,244,19,658,2,2,2,0.15,0.74,93.15,90.65,93.79,93.55,94.15,4.424,2.092,93.88,93.90,91.30,-10.13,-4.79,90.676,2.115,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1111_2,F5,F,A1111,2,They KNOW VAL.,111,A1111_111,they,NA,1,1,3,1,2,2,1,1,L*H,%H H* L*H %,%H,%,V2,687,109,302,687,687,302,687,368,540,19,646,478,631,302,687,302,687,363,480,643,19,658,3,3,3,0.46,0.85,93.15,90.65,90.55,86.87,90.75,31.029,14.671,88.83,88.96,91.30,-10.13,-4.79,90.676,2.115,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1111_3,F5,F,A1111,3,They KNOW VAL,0111,A1111_0111,they,NA,1,1,3,0,3,1,1,1,H*,% H* (*) L*H %,%,%,V,670,0,0,112,112,-0.4,112,24,110,8,643,32,80,0,112,0,112,24,32,80,8,643,1,1,1,0.29,0.71,90.47,90.21,91.37,91.78,92.35,8.655,4.092,92.24,92.31,90.10,-6.804,-3.217,90.676,2.115,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1111_3,F5,F,A1111,3,They KNOW VAL,0111,A1111_0111,they,NA,1,1,3,0,3,2,1,1,(*),% H* (*) L*H %,%,%,V1,670,0,112,293,293,112,293,164,293,8,643,185,224,112,293,112,293,164,185,224,8,643,2,2,2,0.40,0.62,90.47,90.21,91.79,91.73,91.73,-0.244,-0.115,91.74,91.75,90.10,-6.804,-3.217,90.676,2.115,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1111_3,F5,F,A1111,3,They KNOW VAL,0111,A1111_0111,they,NA,1,1,3,0,3,3,1,1,L*H,% H* (*) L*H %,%,%,V2,670,0,293,670,670,293,670,353,521,8,643,456,616,293,670,293,670,353,456,616,8,643,3,3,3,0.43,0.86,90.47,90.21,89.44,86.19,90.73,35.075,16.584,88.53,88.60,90.10,-6.804,-3.217,90.676,2.115,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1111_4,F5,F,A1111,4,They KNOW VAL.,111,A1111_111,they,NA,1,1,3,1,2,1,1,1,H*,% H* L*H %,%,%,V1,653,95,95,267,267,95,267,145,267,0,637,114,234,95,267,95,267,161,128,257,0,685,2,2,2,0.11,0.81,90.06,89.91,91.89,91.65,92.52,6.728,3.181,92.09,92.13,90.46,-6.377,-3.015,90.676,2.115,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1111_4,F5,F,A1111,4,They KNOW VAL.,111,A1111_111,they,NA,1,1,3,1,2,2,1,1,L*H,% H* L*H %,%,%,V2,653,95,267,653,653,267,653,348,520,0,637,487,615,267,653,267,653,379,526,662,0,685,3,3,3,0.57,0.90,90.06,89.91,91.18,87.26,90.05,27.517,13.011,88.58,88.52,90.46,-6.377,-3.015,90.676,2.115,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1111_5,F5,F,A1111,5,They KNOW VAL.,111,A1111_111,they,NA,1,1,3,1,2,1,1,1,H*,%H H* L*H %,%H,%,V1,637,95,95,276,276,95,276,147,276,16,635,193,237,95,276,95,276,160,208,253,18,700,2,2,2,0.54,0.78,92.93,89.70,93.13,92.99,92.99,2.446,1.156,93.05,93.05,90.70,-10.735,-5.076,90.676,2.115,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1111_5,F5,F,A1111,5,They KNOW VAL.,111,A1111_111,they,NA,1,1,3,1,2,2,1,1,L*H,%H H* L*H %,%H,%,V2,637,95,276,637,637,276,637,337,537,16,635,487,609,276,637,276,637,362,532,670,18,700,3,3,3,0.58,0.92,92.93,89.70,90.64,86.69,89.94,32.111,15.182,88.33,88.34,90.70,-10.735,-5.076,90.676,2.115,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1211_s1,F5,F,A1211,s1,He LIVES with VAL,121,A1211_121,he,with,1,1,4,1,2,1,2,1,!H*,%H !H* L*H %,%H,%,V1,846,148,148,478,374,148,374,195,249,95,797,185,251,148,374,148,374,142,132,201,60,777,2,2,2,0.16,0.46,93.12,91.17,90.85,90.80,90.35,-8.731,-4.128,90.66,90.70,89.74,-5.236,-2.476,90.676,2.115,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1211_s1,F5,F,A1211,s1,He LIVES with VAL,121,A1211_121,he,with,1,1,4,1,2,2,1,1,L*H,%H !H* L*H %,%H,%,V2,846,148,478,846,846,478,846,543,727,95,797,662,785,478,846,478,846,521,641,765,60,777,4,4,4,0.50,0.83,93.12,91.17,89.04,87.05,91.06,38.581,18.242,88.79,88.46,89.74,-5.236,-2.476,90.676,2.115,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1211_s2,F5,F,A1211,s2,He LIVES with VAL,121,A1211_121,he,with,1,1,4,1,2,1,2,1,!H*,%H !H* L*H %,%H,%,V1,756,114,114,426,340,114,340,162,212,70,702,124,173,114,340,114,340,143,103,155,57,766,2,2,2,0.04,0.26,91.75,91.20,90.46,90.20,90.51,8.081,3.821,90.33,90.32,89.43,-3.531,-1.67,90.676,2.115,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1211_s2,F5,F,A1211,s2,He LIVES with VAL,121,A1211_121,he,with,1,1,4,1,2,2,1,1,L*H,%H !H* L*H %,%H,%,V2,756,114,426,756,756,426,756,490,638,70,702,587,681,426,756,426,756,527,636,742,57,766,4,4,4,0.49,0.77,91.75,91.20,88.65,87.36,91.13,47.764,22.583,88.96,88.65,89.43,-3.531,-1.67,90.676,2.115,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1211_s3,F5,F,A1211,s3,He LIVES with VAL,121,A1211_121,he,with,1,1,4,1,2,1,2,1,!H*,%H !H* L*H %,%H,%,V1,765,99,99,415,321,99,321,143,201,52,744,115,165,99,321,99,321,140,110,163,49,805,2,2,2,0.07,0.30,92.84,92.12,90.79,90.67,90.69,2.559,1.21,90.73,90.73,89.69,-3.482,-1.646,90.676,2.115,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1211_s3,F5,F,A1211,s3,He LIVES with VAL,121,A1211_121,he,with,1,1,4,1,2,2,1,1,L*H,%H !H* L*H %,%H,%,V2,765,99,415,765,765,415,765,482,676,52,744,599,731,415,765,415,765,526,651,791,49,805,4,4,4,0.53,0.90,92.84,92.12,89.05,87.44,91.96,41.098,19.432,89.32,88.97,89.69,-3.482,-1.646,90.676,2.115,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1211_s4,F5,F,A1211,s4,He LIVES with VAL,121,A1211_121,he,with,1,1,4,1,2,1,2,1,H*,%H H* L*H %,%H,%,V1,749,85,85,426,327,85,327,136,195,48,742,120,135,85,327,85,327,143,127,142,53,819,2,2,2,0.14,0.21,92.23,91.09,90.97,90.94,90.97,1.764,0.834,90.95,90.95,90.01,-3.998,-1.89,90.676,2.115,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1211_s4,F5,F,A1211,s4,He LIVES with VAL,121,A1211_121,he,with,1,1,4,1,2,2,1,1,L*H,%H H* L*H %,%H,%,V2,749,85,426,749,749,426,749,497,667,48,742,611,719,426,749,426,749,537,668,792,53,819,4,4,4,0.57,0.91,92.23,91.09,89.56,87.51,91.20,39.892,18.861,89.19,88.98,90.01,-3.998,-1.89,90.676,2.115,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1211_s5,F5,F,A1211,s5,He LIVES with VAL,121,A1211_121,he,with,1,1,4,1,2,1,2,1,!H*,%H !H* L*H %,%H,%,V1,720,95,95,390,299,95,299,140,185,64,706,111,157,95,299,95,299,145,112,165,63,811,2,2,2,0.08,0.30,92.37,91.93,90.99,90.92,90.94,1.512,0.715,90.96,90.96,90.32,-2.786,-1.317,90.676,2.115,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1211_s5,F5,F,A1211,s5,He LIVES with VAL,121,A1211_121,he,with,1,1,4,1,2,2,1,1,L*H,%H !H* L*H %,%H,%,V2,720,95,390,720,720,390,720,465,632,64,706,571,688,390,720,390,720,540,659,791,63,811,4,4,4,0.55,0.90,92.37,91.93,89.92,88.24,91.97,39.135,18.504,89.88,89.65,90.32,-2.786,-1.317,90.676,2.115,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1231_2,F5,F,A1231,2,I LIVE with VALerie.,123,A1231_123,i,with,1,1,6,1,2,1,2,1,H*,% H* L*H %,%,%,V1,853,63,63,379,219,63,219,117,170,32,843,94,147,63,219,63,219,150,121,188,42,866,2,2,2,0.20,0.54,91.74,94.79,93.14,92.78,93.43,12.743,6.025,93.16,93.19,91.72,-0.016,-0.008,90.676,2.115,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1231_2,F5,F,A1231,2,I LIVE with VALerie.,123,A1231_123,i,with,1,1,6,1,2,2,3,3,L*H,% H* L*H %,%,%,V2,853,63,379,853,618,678,853,439,553,32,843,555,780,379,618,678,853,454,565,794,42,866,4,4,6,0.74,0.58,91.74,94.79,90.11,87.96,95.71,40.031,18.927,91.27,90.85,91.72,-0.016,-0.008,90.676,2.115,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1231_3,F5,F,A1231,3,I LIVE with VALerie.,123,A1231_123,i,with,1,1,6,1,2,1,2,1,H*,% H* L*H %,%,%,V1,859,26,26,360,217,26,217,90,156,9,839,60,131,26,217,26,217,148,117,190,28,854,2,2,2,0.18,0.55,92.88,93.68,93.26,92.75,93.42,8.452,3.996,93.21,93.30,91.67,-0.54,-0.255,90.676,2.115,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1231_3,F5,F,A1231,3,I LIVE with VALerie.,123,A1231_123,i,with,1,1,6,1,2,2,3,3,L*H,% H* L*H %,%,%,V2,859,26,360,859,614,687,859,429,560,9,839,547,773,360,614,687,859,459,565,777,28,854,4,4,6,0.74,0.50,92.88,93.68,90.26,87.30,95.44,40.029,18.926,91.32,91.42,91.67,-0.54,-0.255,90.676,2.115,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1231_4,F5,F,A1231,4,I LIVE with VALerie.,123,A1231_123,i,with,1,1,6,1,2,1,2,1,H*,% H* L*H %,%,%,V1,869,56,56,381,248,56,248,125,188,27,865,81,171,56,248,56,248,152,108,199,40,872,2,2,2,0.13,0.60,91.03,93.42,92.31,92.01,92.54,5.649,2.671,92.31,92.31,91.55,1.007,0.476,90.676,2.115,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1231_4,F5,F,A1231,4,I LIVE with VALerie.,123,A1231_123,i,with,1,1,6,1,2,2,3,3,L*H,% H* L*H %,%,%,V2,869,56,381,869,635,692,869,450,576,27,865,575,803,381,635,692,869,459,571,802,40,872,4,4,6,0.76,0.63,91.03,93.42,90.61,88.30,95.43,36.481,17.249,91.56,91.37,91.55,1.007,0.476,90.676,2.115,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1231_5,F5,F,A1231,5,I LIVE with VALerie.,123,A1231_123,i,with,1,1,6,1,2,1,2,1,H*,% H* L*H %,%,%,V1,851,31,31,357,222,31,222,98,162,14,833,74,136,31,222,31,222,151,126,190,37,859,2,2,2,0.23,0.55,91.69,93.27,92.22,92.13,92.42,4.997,2.363,92.27,92.26,91.73,1.727,0.817,90.676,2.115,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1231_5,F5,F,A1231,5,I LIVE with VALerie.,123,A1231_123,i,with,1,1,6,1,2,2,3,3,L*H,% H* L*H %,%,%,V2,851,31,357,851,597,655,851,422,543,14,833,537,752,357,597,655,851,459,568,776,37,859,4,4,6,0.75,0.49,91.69,93.27,90.98,88.13,96.06,41.145,19.454,91.51,91.06,91.73,1.727,0.817,90.676,2.115,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1231_6,F5,F,A1231,6,I LIVE with VALerie.,123,A1231_123,i,with,1,1,6,1,2,1,2,1,(*),% (*) L*H %,%,%,V1,817,34,34,338,196,34,196,97,145,15,810,65,122,34,196,34,196,158,120,188,36,869,2,2,2,0.19,0.54,91.76,95.71,91.77,91.76,91.85,1.853,0.876,91.78,91.77,91.87,3.349,1.583,90.676,2.115,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1231_6,F5,F,A1231,6,I LIVE with VALerie.,123,A1231_123,i,with,1,1,6,1,2,2,3,3,L*H,% (*) L*H %,%,%,V2,817,34,338,817,581,640,817,402,528,15,810,505,790,338,581,640,817,457,554,846,36,869,4,4,6,0.69,0.85,91.76,95.71,91.11,89.02,95.72,30.956,14.637,92.60,92.64,91.87,3.349,1.583,90.676,2.115,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1241_1,F5,F,A1241,1,They NEED eVALuating,124,A1241_124,they,e-,1,0,7,1,2,1,2,1,H*,% H* L*H %,%,%,V1,906,68,68,285,236,68,236,108,206,22,902,118,196,68,236,68,236,115,126,205,24,907,2,2,2,0.30,0.76,92.56,94.55,92.74,92.82,93.66,11.299,5.342,93.22,93.21,92.74,3.857,1.823,90.676,2.115,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1241_1,F5,F,A1241,1,They NEED eVALuating,124,A1241_124,they,e-,1,0,7,1,2,2,4,4,L*H,% H* L*H %,%,%,V2,906,68,285,906,535,763,906,362,478,22,902,487,818,285,535,763,906,374,492,821,24,907,4,4,7,0.81,0.38,92.56,94.55,90.83,89.16,96.68,26.48,12.52,93.25,93.59,92.74,3.857,1.823,90.676,2.115,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1241_2,F5,F,A1241,2,They NEED eVALuating.,124,A1241_124,they,e-,1,0,7,1,2,1,2,1,H*,% H* L*H %,%,%,V1,928,84,84,319,265,84,265,135,220,15,925,145,209,84,265,84,265,123,132,192,13,907,2,2,2,0.34,0.69,92.81,91.83,92.94,92.92,92.94,-0.118,-0.056,92.88,92.88,92.13,1.087,0.514,90.676,2.115,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1241_2,F5,F,A1241,2,They NEED eVALuating.,124,A1241_124,they,e-,1,0,7,1,2,2,4,4,L*H,% H* L*H %,%,%,V2,928,84,319,928,566,808,928,389,523,15,925,529,852,319,566,808,928,369,502,818,13,907,4,4,7,0.85,0.37,92.81,91.83,91.11,89.10,94.86,22.129,10.463,92.38,93.02,92.13,1.087,0.514,90.676,2.115,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1241_3f,F5,F,A1241,3f,They NEED eVALuating.,124,A1241_124,they,e-,1,0,7,1,2,1,2,1,H*,% H* L*H %,%,%,V1,927,104,104,310,267,104,267,150,226,25,927,218,292,104,267,267,310,123,194,278,18,911,2,2,3,0.70,0.58,92.16,92.00,91.59,91.24,91.26,1.224,0.579,91.29,91.29,91.51,2.144,1.014,90.676,2.115,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1241_3f,F5,F,A1241,3f,They NEED eVALuating.,124,A1241_124,they,e-,1,0,7,1,2,2,4,4,L*H,% H* L*H %,%,%,V2,927,104,310,927,561,816,927,382,504,25,927,518,850,310,561,816,927,369,497,809,18,911,4,4,7,0.83,0.31,92.16,92.00,90.43,88.59,94.13,17.778,8.406,91.95,92.54,91.51,2.144,1.014,90.676,2.115,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1241_5,F5,F,A1241,5,They NEED eVALuating.,124,A1241_124,they,e-,1,0,7,1,2,1,2,1,H*,% H* L*H %,%,%,V1,925,75,75,292,241,75,241,127,209,19,919,138,197,75,241,75,241,128,140,200,19,904,2,2,2,0.38,0.73,92.68,93.68,92.62,92.60,92.87,5.442,2.573,92.70,92.67,92.38,2.825,1.336,90.676,2.115,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1241_5,F5,F,A1241,5,They NEED eVALuating.,124,A1241_124,they,e-,1,0,7,1,2,2,4,4,L*H,% H* L*H %,%,%,V2,925,75,292,925,541,800,925,356,482,19,919,509,830,292,541,800,925,362,507,799,19,904,4,4,7,0.87,0.24,92.68,93.68,91.01,89.33,95.65,21.179,10.014,92.74,93.22,92.38,2.825,1.336,90.676,2.115,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1241_6,F5,F,A1241,6,They NEED eVALuating.,124,A1241_124,they,e-,1,0,7,1,2,1,2,1,H*,% H* L*H %,%,%,V1,893,73,73,294,245,73,245,121,223,25,884,276,142,245,294,73,245,122,281,143,26,903,2,3,2,0.63,0.40,92.33,93.57,92.36,91.78,92.35,-4.073,-1.926,92.12,92.12,92.36,3.469,1.64,90.676,2.115,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1241_6,F5,F,A1241,6,They NEED eVALuating.,124,A1241_124,they,e-,1,0,7,1,2,2,4,4,L*H,% H* L*H %,%,%,V2,893,73,294,893,545,720,893,359,493,25,884,492,795,294,545,720,893,363,487,828,26,903,4,4,7,0.79,0.43,92.33,93.57,90.88,89.70,95.50,20.769,9.82,93.04,93.38,92.36,3.469,1.64,90.676,2.115,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1422_2,F5,F,A1422,2,The VALLey's by the RIVer.,142,A1422_142,they,-ey's by the,1,1,7,1,2,1,4,2,L*H,% L*H L*H %,%,%,V1,1025,72,72,683,280,280,414,125,229,15,985,237,490,72,280,414,570,120,246,516,13,1008,2,2,4,0.79,0.49,90.41,93.72,90.69,88.37,91.79,15.106,7.143,90.43,90.72,90.54,1.581,0.748,90.676,2.115,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1422_2,F5,F,A1422,2,The VALLey's by the RIVer.,142,A1422_142,they,-ey's by the,1,1,7,1,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1025,72,683,1025,893,893,1025,764,811,15,985,803,931,683,893,893,1025,774,810,941,13,1008,6,6,7,0.57,0.29,90.41,93.72,88.92,88.48,94.60,60.153,28.441,90.91,90.53,90.54,1.581,0.748,90.676,2.115,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1422_3,F5,F,A1422,3,The VALLey's by the RIVer.,142,A1422_142,they,-ey's by the,1,1,7,1,2,1,4,2,L*H,% L*H L*H %,%,%,V1,1114,58,58,710,302,302,438,149,262,0,1041,259,384,58,302,302,438,148,253,380,0,996,2,2,3,0.82,0.60,91.27,93.76,91.11,88.51,91.27,28.529,13.489,89.93,90.07,90.59,0.491,0.232,90.676,2.115,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1422_3,F5,F,A1422,3,The VALLey's by the RIVer.,142,A1422_142,they,-ey's by the,1,1,7,1,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1114,58,710,1114,919,919,1114,800,855,0,1041,842,996,710,919,919,1114,782,822,958,0,996,6,6,7,0.63,0.39,91.27,93.76,88.73,88.42,94.90,49.883,23.585,91.40,90.75,90.59,0.491,0.232,90.676,2.115,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1422_4,F5,F,A1422,4,The VALLey's by the RIVer.,142,A1422_142,they,-ey's by the,1,1,7,1,2,1,4,2,L*H,% L*H L*H %,%,%,V1,1010,66,66,681,299,299,428,140,249,27,972,255,369,66,299,299,428,135,250,372,25,1009,2,2,3,0.81,0.54,91.46,94.35,91.27,88.84,91.41,25.397,12.008,90.17,90.24,90.50,-0.041,-0.019,90.676,2.115,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1422_4,F5,F,A1422,4,The VALLey's by the RIVer.,142,A1422_142,they,-ey's by the,1,1,7,1,2,2,2,2,L*H,% L*H L*H %,%,%,V2,1010,66,681,1010,882,882,1010,754,837,27,972,797,940,681,882,882,1010,769,811,968,25,1009,6,6,7,0.58,0.45,91.46,94.35,88.41,87.94,94.68,55.3,26.147,90.87,90.44,90.50,-0.041,-0.019,90.676,2.115,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1422_r1,F5,F,A1422,r1,The VALLey's by the RIVer,142,A1422_142,they,-ey's by the,1,1,7,1,2,1,4,2,L*H,%H L*H L*H %,%H,%,V1,1010,50,50,645,273,273,389,117,221,18,920,214,334,50,273,273,389,131,232,369,22,965,2,2,3,0.74,0.53,91.22,90.72,91.51,90.13,91.87,16.699,7.895,91.05,91.12,89.74,-3.682,-1.741,90.676,2.115,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1422_r1,F5,F,A1422,r1,The VALLey's by the RIVer,142,A1422_142,they,-ey's by the,1,1,7,1,2,2,2,2,L*H,%H L*H L*H %,%H,%,V2,1010,50,645,1010,851,851,1010,720,779,18,920,749,889,645,851,851,1010,769,797,933,22,965,6,6,7,0.50,0.24,91.22,90.72,87.05,86.86,91.32,36.413,17.217,89.07,89.08,89.74,-3.682,-1.741,90.676,2.115,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
F5_A1422_r2,F5,F,A1422,r2,The VALLey's by the RIVer,142,A1422_142,they,-ey's by the,1,1,7,1,2,1,4,2,L*H,%H L*H L*H %,%H,%,V1,932,46,46,632,266,266,379,111,215,22,908,211,286,46,266,266,379,130,236,319,29,1016,2,2,3,0.75,0.18,90.81,91.13,90.42,89.70,90.54,14.405,6.811,90.13,90.15,89.14,-2.552,-1.206,90.676,2.115,D:/Users/antoi/OneDrive/00 Academic/Phonetics and speech/PhD - Derry Intonation/2 Field Recordings//Analysis_1_standard/F5/alignment and H_Placement/
